mileage,price,model,year,description,brand,description_sentiment,description_sentiment_twtr
,"$17,515 ",F 850 GS Adventure,New 2022 BMW Sport Touring,"The BMW F 850 GS Adventure;;;;The world becomes the adventure;;;;This bike was created for long trips and demanding terrains: The F 850 GS Adventure is at home in the world - and it is clear to see. With the enhanced standard equipment like the TFT display and BMW Motorrad Connected, the USB charge port as well as ABS Pro and DTC, this dual-sport motorcycle is even better prepared for long tours around the globe. Experience the #SpiritOfGS with a companion that lets your curiosity run free - regardless of where your travels take you.",BMW,"[{'label': '5 stars', 'score': 0.4555421471595764}]","[{'label': 'positive', 'score': 0.871940016746521}]"
"3,200 miles","$9,900 ",R NINET SCRAMBLER,  2015 BMW Custom,,BMW,,
"5,938 miles","$10,500 ",R 1200 GS,  2010 BMW Touring,,BMW,,
"1,668 miles","$8,450 ",R 80 /7,  1977 BMW Classic / Vintage,Garage Kept,BMW,"[{'label': '3 stars', 'score': 0.22461287677288055}]","[{'label': 'neutral', 'score': 0.8131544589996338}]"
,"$25,495 ",R 18 B,New 2023 BMW Standard,"The BMW R 18 B;;Raw power - pure soul;;The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it's not all about displacement. The R 18 B goes significantly further. It's made for customizing. Turn it into your unique bike and bring out the #SoulFuel.",BMW,"[{'label': '4 stars', 'score': 0.43115535378456116}]","[{'label': 'positive', 'score': 0.8961470127105713}]"
2 miles,"$20,225 ",R 18,New 2023 BMW Cruiser,100th Anniversary limited edition,BMW,"[{'label': '5 stars', 'score': 0.4284493327140808}]","[{'label': 'neutral', 'score': 0.7085806131362915}]"
2 miles,"$27,460 ",R 18 Transcontinental,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $333 each MY23 R 18 B & R 18 Transcontinental for a total of up to $1,332",BMW,"[{'label': '1 star', 'score': 0.417076051235199}]","[{'label': 'neutral', 'score': 0.8908674120903015}]"
6 miles,"$25,145 ",R 1250 GS Adventure,New 2023 BMW Dual Sport,"The world is there to be discovered. There s always something new. The R 1250 GS is the queen of the touring enduro It s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical .",BMW,"[{'label': '5 stars', 'score': 0.4201167821884155}]","[{'label': 'positive', 'score': 0.8869849443435669}]"
2 miles,"$23,995 ",R 18 B,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $333 each MY23 R 18 B & R 18 Transcontinental for a total of up to $1,332",BMW,"[{'label': '1 star', 'score': 0.4096355736255646}]","[{'label': 'neutral', 'score': 0.8908674120903015}]"
6 miles,"$24,490 ",R 1250 GS,New 2023 BMW Dual Sport,Aftermarket LED lightsTouratech Engine GuardsTax & Labor incld.,BMW,"[{'label': '4 stars', 'score': 0.287234902381897}]","[{'label': 'neutral', 'score': 0.9309315085411072}]"
2 miles,"$23,500 ",R 18 B,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $333 each MY23 R 18 B & R 18 Transcontinental for a total of up to $1,332",BMW,"[{'label': '1 star', 'score': 0.40480148792266846}]","[{'label': 'neutral', 'score': 0.8908674120903015}]"
2 miles,"$27,985 ",R 18 Transcontinental,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $333 each MY23 R 18 B & R 18 Transcontinental for a total of up to $1,332",BMW,"[{'label': '1 star', 'score': 0.4195697009563446}]","[{'label': 'neutral', 'score': 0.8908674120903015}]"
2 miles,"$23,305 ",R 18 Classic,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $250 each MY23 R 18 Classic & R 18 for a total of up to $1,000",BMW,"[{'label': '1 star', 'score': 0.34907066822052}]","[{'label': 'neutral', 'score': 0.8526107668876648}]"
201 miles,"$22,495 ",2023 BMW R18 B Gravity Blue Metallic,New 2023 BMW Cruiser,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, its not all about displacement. The R 18 B goes significantly further. Its made for customizing. Turn it into your unique bike and bring out the #SoulFuel.",BMW,"[{'label': '4 stars', 'score': 0.4440746307373047}]","[{'label': 'positive', 'score': 0.7480999231338501}]"
10 miles,"$25,295 ",R 1250 GS Adventure GS Trophy,New 2023 BMW Dual Sport,"The world is there to be discovered. Theres always something new. The R 1250 GS is the queen of the touring enduro Its just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease.",BMW,"[{'label': '5 stars', 'score': 0.5692468881607056}]","[{'label': 'positive', 'score': 0.8951231241226196}]"
150 miles,"$17,995 ",R 18 B,  2022 BMW Cruiser,,BMW,,
108 miles,"$16,464 ",F 850 GS 850 GS ADVENTURE,New 2022 BMW Dual Sport,"Live the challenge. Ride on where others turn back. Turn challenges into opportunities. This is the . In this process, the BMW F 850 GS is perfectly streamlined for off-roading, as can be seen from its 21-inch front wheel. What matters is your curiosity and what drives you regardless of how far or where you want to ride. The expanded standard equipment and a variety of special equipment and special accessories means that you can easily discover what lies beyond the horizon with the F 850 GS.",BMW,"[{'label': '5 stars', 'score': 0.6181715726852417}]","[{'label': 'positive', 'score': 0.8910017609596252}]"
4 miles,"$15,340 ",R NineT Urban G/S,New 2022 BMW Standard,"As the crow flies? No, the detour is the destination. And when it comes to gravel, the R nineT Urban G/S is also in its element. Its design is reminiscent of the first G/S models, the legendary BMW R 80 G/S. And with it, the idea that simply anything is possible. The geometry with the upright, relaxed seating position, the well-balanced handling and the boxer with its unmistakable sound, challenge you to rewrite history with the R nineT Urban G/S your history. Personal, individual and truly",BMW,"[{'label': '4 stars', 'score': 0.3398979604244232}]","[{'label': 'positive', 'score': 0.585913896560669}]"
4 miles,"$29,540 ",K 1600 GT,New 2022 BMW Sport Touring,Your trip is perfect if you have forgotten everything you left behi,BMW,"[{'label': '5 stars', 'score': 0.44964006543159485}]","[{'label': 'positive', 'score': 0.7133076786994934}]"
"5,248 miles","$13,990 ",F 850 GS 850 GS ADVENTURE,  2021 BMW Dual Sport,New BMW Motorcycles,BMW,"[{'label': '5 stars', 'score': 0.43978431820869446}]","[{'label': 'neutral', 'score': 0.5302636027336121}]"
"2,687 miles","$12,465 ",F,  2021 BMW Dual Sport,,BMW,,
"1,049 miles","$12,750 ",R 18,  2021 BMW Cruiser,UB6D55284 / R 18 Pure - K34 / Color: Black Storm Metallic - ND2 / Factory Options: Premium Package - 0ZPP / Adaptive Headlight 134 / Hill Start Control 204 / Design Option Chrome - 035A / Passenger Kit 413 / Reverse Assist - 05AA / Heated Grips 519 / Select Package - 0ZSL / Locking Fuel Filler Cap - 017C / Headlight Pro 219 / White Pinstripe - 035B / Special Edition - 047B / Brake Light US - 05AB / Anti Theft Alarm System 603 / Miles (aprox) -  480 / Year - 2021,BMW,"[{'label': '4 stars', 'score': 0.30486971139907837}]","[{'label': 'neutral', 'score': 0.9249735474586487}]"
"18,519 miles","$14,299 ",S 1000 XR Racing Red with White Aluminum Metallic Matte,  2020 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few millimeters tighter. mile after mile. With the new S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?",BMW,"[{'label': '5 stars', 'score': 0.3412672281265259}]","[{'label': 'positive', 'score': 0.593787670135498}]"
"14,831 miles","$12,895 ",F850GS 850 GS ADVENTURE,  2019 BMW Dual Sport,,BMW,,
411 miles,"$13,790 ",R nineT,  2019 BMW Standard,New BMW Motorcycles,BMW,"[{'label': '5 stars', 'score': 0.3727065622806549}]","[{'label': 'neutral', 'score': 0.5302636027336121}]"
"3,965 miles","$10,500 ",R NINET URBAN G/S,  2018 BMW Standard,"This pre-owned 2018 BMW R nineT Urban G/S roadster motorcycle in Light White is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:Heated GripsABS BrakesRear Luggage RackSaddlebag Mounts",BMW,"[{'label': '4 stars', 'score': 0.3351505398750305}]","[{'label': 'neutral', 'score': 0.7799879312515259}]"
"21,880 miles","$18,299 ",R 1200 GS ADVENTURE,  2018 BMW Dual Sport,,BMW,,
"33,020 miles","$12,000 ",R 1200 RT,  2018 BMW Sport Touring,,BMW,,
"8,100 miles","$18,499 ",K 1600 GTL K1600GTL,  2018 BMW Sport Touring,2018 BMW K 1600 GTL Light White,BMW,"[{'label': '5 stars', 'score': 0.40165719389915466}]","[{'label': 'neutral', 'score': 0.8347697854042053}]"
"8,259 miles","$16,390 ",S 1000 RR,  2017 BMW Sportbike,"Although 2017 may represent a fairly minor update for the barnstorming BMW S1000RR, it's still an absolutely extraordinary machine. Bristling with technology and bulging with power, it's somehow a smooth and easy-riding city commuter when it's not unleashing all kinds of hell on the open road.",BMW,"[{'label': '5 stars', 'score': 0.4177477955818176}]","[{'label': 'positive', 'score': 0.8627665042877197}]"
,"$15,500 ",R 1200 GS ADVENTURE,  2017 BMW Dual Sport,,BMW,,
"10,925 miles","$11,290 ",S 1000 XR,  2016 BMW Dual Sport,New BMW Motorcycles,BMW,"[{'label': '5 stars', 'score': 0.39465299248695374}]","[{'label': 'neutral', 'score': 0.5302636027336121}]"
"16,894 miles","$17,390 ",R 1200 GS Adventure,  2015 BMW Dual Sport,New BMW Motorcycles,BMW,"[{'label': '5 stars', 'score': 0.4016810357570648}]","[{'label': 'neutral', 'score': 0.5302636027336121}]"
,"$15,720 ",F 900 XR,New 2023 BMW Sport Touring,"The BMW F 900 XR;;Higher, faster, further.;;XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping - mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over - you.;;Thanks to the full assortment of equipment, you are just as well-equipped for sport riding and travel as you are for the city. The F 900 XR is the bike that matches you and your attitude.;;#NeverStopChallenging",BMW,"[{'label': '5 stars', 'score': 0.42759743332862854}]","[{'label': 'positive', 'score': 0.9526274800300598}]"
,"$27,265 ",R 1250 RT Sport,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its new front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. At the end of the day, you sit back relaxed knowing that the next tour is always the greatest.",BMW,"[{'label': '4 stars', 'score': 0.4513098895549774}]","[{'label': 'positive', 'score': 0.9485234618186951}]"
"1,080 miles","$16,995 ",R 18 B,  2022 BMW Touring,,BMW,,
,"$15,730 ",R nineT Scrambler 719 Black Storm Metallic / Racing Red,New 2022 BMW Touring,"The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical #Soulfuel.",BMW,"[{'label': '4 stars', 'score': 0.3487640917301178}]","[{'label': 'positive', 'score': 0.9142545461654663}]"
"11,999 miles","$19,600 ",S 1000 XR,  2021 BMW Sport Touring,,BMW,,
"6,300 miles","$18,000 ",S 1000 XR M SPORT,  2021 BMW Sport Touring,,BMW,,
"6,800 miles","$29,995 ",R 1250 GS ADVENTURE,  2021 BMW Dual Sport,,BMW,,
"26,038 miles","$18,290 ",R 1250 GS Adventure,  2020 BMW Dual Sport,"Active Factory Warranty until 08/21/2023 or 36,000 miles!",BMW,"[{'label': '1 star', 'score': 0.3355124294757843}]","[{'label': 'neutral', 'score': 0.869411289691925}]"
"15,725 miles","$20,000 ",R 1200 GS ADVENTURE,  2018 BMW Sport Touring,,BMW,,
"58,640 miles","$16,297 ",R 1200 GS ADVENTURE,  2017 BMW Dual Sport,,BMW,,
,"$8,900 ",R 100 GS,  1995 BMW Classic / Vintage,"1995 R100GS was a very special bike even back in '95.. It not only represented the last of BMWs super simple carbureted airheads, it was also part of an R100 limited edition program that sold alongside the fuel-injected R1100GS through 1996.  2 valves per cylinder to put forth 60 hp and 56 ft-lbs of torque. It was one of the first models to employ BMWs paralever rear suspension system. The brakes were a standard-at-the-time single hydraulic (Brembo) disc front and drum rear. The sealed shaft drive transmission   5 speeds. This bike represents the most advanced BMW airhead, a tradition that started in 1923 and lasted 72 years culminating in 1995 with this machine.",BMW,"[{'label': '5 stars', 'score': 0.5333943963050842}]","[{'label': 'positive', 'score': 0.7302839756011963}]"
