mileage,price,BIke name,Types and Used Time,description
,"$7,749 ",DR-Z400SM,New 2023 Suzuki Dual Sport,"Suzuki's 2023 SuperMoto DR-Z400SM is based on the proven DR-Z400S. So it combines Supermotard style and features in a narrow, lightweight, street-legal package. This bike brings off-road soul and fun to paved roads. It’s not uncommon to take the SuperMoto down a twisty forest road, around tight canyon corners, or through commuter traffic."
,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
1 miles,"$10,359 ",Boulevard C50T C50 T,New 2023 Suzuki Cruiser,"Ready for a highway run? With the Suzuki 2023 Boulevard C50T, you will find yourself equally in command on city streets or out on the interstate. Its fuel-injected, 50 cubic inch, V-twin engine delivers abundant torque and is engineered for comfort. Its bold styling stands out in a crowd, while a long list of features make it ideal for comfortable long-distance cruising. Tour-ready features include a spacious riding position, aerodynamic windshield, custom-made leather-look saddlebags with studs that match the studded dual seats that deliver all-day rider and passenger comfort."
1 miles,"$16,149 ",GSX-R1000,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere."
,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
,"$8,104 ",V-Strom 650,New 2023 Suzuki Dual Sport,"Renowned for versatility, reliability, and value, Suzuki’s V-Strom 650 models have attracted many riders who use their motorcycles for touring, commuting, or a fun ride when the spirit moves them. These are touchstone motorcycles balanced with a natural riding position, comfortable seat, and a flexible engine character that produces stress-free riding during brief daily use or a high-mile adventure."
1 miles,"$11,349 ",GSX-R750,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985. Today, the 2023 GSX-R750 continues Suzuki’s tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis."
1 miles,"$18,299 ",GSX-R1000RZ,New 2023 Suzuki Standard,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere."
1 miles,"$9,104 ",SV 650,New 2023 Suzuki Standard,"Suzuki riders struck motorcycling gold when the first SV650 debuted in 1999. Since then, this iconic motorcycle has seen continual improvements while still embodying the sporty personality that only a lively, mid-sized V-twin roadster can deliver. The 2023 SV650 has a refined powerplant that provides surprising performance with low emissions and outstanding fuel economy, mounted in a trim and lightweight chassis that delivers a sporty, exciting ride."
,"$7,999 ",RM-Z450,New 2023 Suzuki Dirt Bike,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt."
700 miles,"$6,900 ",DR-Z400S,  2023 Suzuki Standard,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt."
1 miles,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
1 miles,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,"The Suzuki Hayabusa has firmly established its status as motorcycling’s Ultimate Sportbike. The 2023 version of Suzuki’s flagship sportbike is propelled by a muscular, refined inline four-cylinder engine ho  in a proven and thoroughly updated chassis with incomparable manners, managed by an unequaled suite of electronic rider aids within stunning aerodynamic bodywork that is distinctly Hayabusa."
,"$7,799 ",DR-Z400SM,New 2023 Suzuki Competition,The Suzuki 2023 DR-Z400SM SuperMoto is based on the proven DR-Z400S.
1 miles,"$3,899 ",Burgman 200,New 2022 Suzuki Scooter,"Everything you thought you knew about smart commuting and exciting riding is about to change. Taking advantage of Suzuki's advanced technology, the compact Burgman 200 has everything you need and more. The liquid-cooled, fuel-injected, SOHC engine is tuned for optimal performance at the low- and mid-range revs   most for commuting and exploring around town. The fully automatic transmission seamlessly puts down power by a simple twist of the wrist. Smooth is what you feel. Quiet is what you hear. And power and fuel efficiency are your rewards. Plush double-stitched seating and specially designed cutaway floorboards provide comfort second to none. The Burgman also features a huge storage compartment large enough for two full-face helmets. From its sleek Metallic Matte Stellar Blue bodywork and aerodynamic windscreen to its smooth and reliable, 200cc engine, the 2022 Burgman 200 is the smart choice for scooters."
100 miles,"$7,796 ",RM-Z250,  2022 Suzuki Dirt Bike,"The choice of wise professionals and privateers everywhere, the 2022 RM-Z250 is ready for battle. The agile RM-Z250 combines the sleek, race-ready appearance of the RM-Z450 with a versatile engine and responsive chassis to deliver superior performance. Using Suzuki’s “RUN, TURN, and STOP” philosophy, factory engineers have made the RM-Z250 a formidable competitor."
1 miles,"$13,481 ",Boulevard M109R B.O.S.S.,New 2022 Suzuki Custom,"The 2022 Suzuki M109R B.O.S.S. continues to be the performance cruiser other bikes wish they were. This dark and muscular M109R has a powerful V-twin engine using some of the largest pistons in the industry a bike that will get your adrenaline flowing whenever you ride. This 109 cubic inch engine is wrapped with aggressive blacked-out styling that includes slash-cut mufflers, drag-style bars, a supplied solo seat cowl, and a distinctively shaped headlight nacelle that’s uniquely Suzuki. The deep red and black or bright blue and black paint schemes are so visually stunning that the M109R draws attention away from everything else on the road. This bike is not just about looks, as stout inverted forks, a hidden single-shock rear suspension, and an ideally designed saddle deliver responsive handling and an exceptionally comfortable ride. Hold on as performance never looked so good, or so dark."
"1,505 miles","$18,599 ",Hayabusa,New 2022 Suzuki Sportbike,"Hayabusa… Famed for its abundant power, agility and majestic presence. Legendary for establishing new levels of ultimate sport performance, and for retaining the number one position for the past two decades in the class it created. The 2022 Hayabusa delivers an even smoother ride and nimbler handling via reimagined electronic systems that optimize performance making it more controllable, predictable, and reliable."
,"$7,995 ",Boulevard C50T C50 T,New 2022 Suzuki Cruiser,"Ready for a highway run? With the Suzuki 2022 Boulevard C50T, you’ll find yourself equally at home on city streets or out on the interstate. Its fuel-injected, 50 cubic inch, V-twin engine delivers abundant torque and is engineered for comfort. Its bold styling stands out in a crowd, while a long list of features make it ideal for comfortable long-distance cruising. Tour-ready features include a spacious riding position, aerodynamic windshield, custom-made leather-look saddlebags with studs that match the studded dual seats that deliver all-day rider and passenger comfort."
1 miles,"$2,950 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
1 miles,"$4,999 ",Burgman 200,New 2022 Suzuki Scooter,"This New 2022 Suzuki Burgman 200 Scooter is for sale at RedLine Powersports located in MyrtleBeach, South Carolina. Reach out to RedLine Powersports today, CONTACT US. If this isn't the exact powersports vehicle you're looking for don't hesitate to go back and REVISE YOUR SEARCH. We're sure to have the perfect choice for you in our showroom in South Carolina. Visit RedLine Powersports, South Carolina’s premier Powersports dealership."
,"$3,799 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
,"$3,899 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
,"$4,688 ",GSX250R ABS,New 2022 Suzuki Sportbike,"The 2022 GSX250R ABS is a fully faired street machine that brings the excitement and riding satisfaction of Suzuki’s sportbike heritage to a broader audience. Built to introduce Suzuki fun and reliability to new riders, this sportbike has smart performance, engaging styling, and comfort features that will appeal to a broad base of enthusiasts."
,"$3,799 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
1 miles,"$13,481 ",Boulevard M109R B.O.S.S.,New 2022 Suzuki Custom,"The 2022 Suzuki M109R B.O.S.S. continues to be the performance cruiser other bikes wish they were. This dark and muscular M109R has a powerful V-twin engine using some of the largest pistons in the industry a bike that will get your adrenaline flowing whenever you ride. This 109 cubic inch engine is wrapped with aggressive blacked-out styling that includes slash-cut mufflers, drag-style bars, a supplied solo seat cowl, and a distinctively shaped headlight nacelle that’s uniquely Suzuki. The deep red and black or bright blue and black paint schemes are so visually stunning that the M109R draws attention away from everything else on the road. This bike is not just about looks, as stout inverted forks, a hidden single-shock rear suspension, and an ideally designed saddle deliver responsive handling and an exceptionally comfortable ride. Hold on as performance never looked so good, or so dark."
,"$3,899 ",RM85,New 2022 Suzuki Dirt Bike,"The 2022 RM85 continues to carry on the powerful tradition of racing excellence in the Suzuki motocross family. The reliable two-stroke engine produces smooth power at any rpm with an emphasis on low- to mid-range performance. Just like its larger RM-Z cousins, the RM85 delivers class-leading handling for both experienced racers and rookie riders alike. With its smooth power delivery and lightweight handling, the RM85 is the perfect motocross bike for anyone learning to race and striving to win!"
,"$4,688 ",GSX250R ABS,New 2022 Suzuki Sportbike,"The 2022 GSX250R ABS is a fully faired street machine that brings the excitement and riding satisfaction of Suzuki’s sportbike heritage to a broader audience. Built to introduce Suzuki fun and reliability to new riders, this sportbike has smart performance, engaging styling, and comfort features that will appeal to a broad base of enthusiasts."
,"$15,597 ",Hayabusa,New 2022 Suzuki Sportbike,"Hayabusa… Famed for its abundant power, agility and majestic presence. Legendary for establishing new levels of ultimate sport performance, and for retaining the number one position for the past two decades in the class it created. The 2022 Hayabusa delivers an even smoother ride and nimbler handling via reimagined electronic systems that optimize performance making it more controllable, predictable, and reliable."
"2,288 miles","$9,495 ",V-Strom 650XT,  2021 Suzuki Dual Sport,"Renowned for versatility, reliability, and value, Suzuki’s V-Strom 650 models have attracted many riders who use their motorcycles for touring, commuting, or a fun ride when the spirit moves them. These are touchstone motorcycles balanced with a natural riding position, comfortable seat, and a flexible engine character that produces stress-free riding during brief daily use or a high-mile adventure."
,"$5,499 ",RMZ 450,  2019 Suzuki Mx,Displacement:
"5,115 miles","$4,995 ",DR650S,  2019 Suzuki Dual Sport,"The 2019 Suzuki DR650S is quite possibly the best all-around, dual-purpose motorcycle available today. Every DR650S is quality built by Suzuki and features a reliable, 644cc, oil-cooled, four-stroke, single engine carried in a strong steel, semi-double cradle frame. The telescopic fork and link-style rear suspension can tackle tough trails or urban roads. So a variety of riders can enjoy this motorcycle, the seat height can be significantly reduced. Strong aluminum, spoke-style rims carrying tires that can handle the street or dirt are fitted so riders can tackle pavement or trails with ease. With new Solid Black bodywork complete with distinctive red and silver graphics, the DR650S will look good ridden on any surface."
"8,700 miles","$12,397 ",Hayabusa,  2018 Suzuki Sportbike,"The Suzuki Hayabusa is quite simply the Ultimate Sportbike. Twist the throttle on this iconic motorcycle and it reacts with awesome acceleration and crisp throttle response in every gear with an unbelievable top-end charge. Thanks to a lightweight and rigid twin-spar aluminum frame and state-of-the-art suspension, that performance is matched by equally impressive handling, providing exceptional control in tight corners, reassuring stability in sweeping turns and a smooth ride on the highway. The sleek, aerodynamic body work functions as it appears so the Hayabusa slips through the wind like a Peregrine Falcon."
"2,790 miles","$10,990 ",V-Strom 1000XT,  2018 Suzuki Standard,"Where the horizon ends, the adventure begins."
"21,007 miles","$4,999 ",SV650,  2017 Suzuki Sportbike,"For 2017, Suzuki introduces a new version of an iconic motorcycle that embodies the sporty personality that only a lively, mid-sized V-twin roadster can deliver. The new SV650 has a polished powerplant that provides increased performance with low emissions and outstanding fuel economy, mated to refined trim and lightweight chassis that delivers a sporty, exciting ride. In addition, the SV650 has a new Low RPM Assist feature that seamlessly adjusts engine speed during take-off and low-speed running to smooth the power delivery and to help eliminate the possibility of the rider stalling the motorcycle. Like its predecessors, the 2017 SV650 promises to have the sparkling performance, style and value that a broad range of riders will enjoy. Also available with ABS."
"11,379 miles","$10,972 ",GSX-R 600,  2017 Suzuki Sportbike,2017 Suzuki GSX-R600
"7,575 miles","$8,977 ",V-Strom 1000 ABS Adventure,  2016 Suzuki Dual Sport,"2016 Suzuki V-Strom 1000 ABS Adventure, For Information and Availability text us at 817-421-4663 and our Rapid Response Team will text or call you back!  2016 Suzuki V-Strom 1000 ABS Adventure"
"8,661 miles","$13,999 ",GSXR1000,  2015 Suzuki Sportbike,
"3,516 miles","$4,477 ",SFV650,  2015 Suzuki Sportbike,"2015 Suzuki SFV650, For Information and Availability text us at 817-421-4663 and our Rapid Response Team will text or call you back!  2015 Suzuki SFV650"
"33,269 miles","$4,999 ",SFV650,  2015 Suzuki Standard,"The SFV650 helps define a unique motorcycling experience. With a compact open trellis frame, aggressive styling, and a 645cc V-twin, double overhead camshaft power plant, the SFV650 appeals from the outside in. It's light crisp feel and smooth low to mid-range power delivery from the SFV650 just screams for a tour of your favorite road."
"12,943 miles","$6,991 ",V-Strom 650 ABS Adventure,  2015 Suzuki Dual Sport,"In 2002, Suzuki introduced the V-Strom 1000 in a new motorcycle category, the Sport Enduro Tourer. Its running performance and packaging earned worldwide acclaim. In 2003, Suzuki released the V-Strom 650 targeting a wider range of users. This versatile model covers not only daily use such as commuting, but also weekend touring as well. With the addition of an ABS-equipped model in 2006, the V-Strom 650 has always been the best-selling model in its class. To further improve its running performance and riding comfort, Suzuki decided to develop a new model."
"7,614 miles","$4,299 ",Boulevard C50T C50 T,  2015 Suzuki Touring,"Settle into the comfortable seat of the Suzuki Boulevard C50T and experience the open road. Designed for long-range trips, the C50T comes stock with an aerodynamic windshield, well-padded backrest, and large leather saddlebags. Of course, comfort wouldn’t mean much without power. A 45-degree V-twin 805 cc engine provides all the power you need while the telescopic forks and link-type suspension keep the ride as smooth as possible. The Suzuki Boulevard C50T is crafted specifically with touring mind. Experience the comfort and power of this cruiser for yourself!"
"9,298 miles","$8,999 ",GSX-R600,  2014 Suzuki Competition,"2014 SUZUKI GSX-R600, PRICE DOES NOT INCLUDE $249.00 DOC FEE, TAX, TITLE, LICENSE  Engine Features  Transmission Features  Chassis Features"
"32,652 miles","$10,995 ",HAYABUSA GSX 1300,  2014 Suzuki Sportbike,2014 SUZUKI HAYABUSA
"4,752 miles","$6,995 ",BOULEVARD M90,  2013 Suzuki Cruiser,"2013 SUZUKI BOULEVARD M90,"
"3,336 miles","$6,499 ",Boulevard M90,  2013 Suzuki Cruiser,"2013 Suzuki Boulevard M90, Only 3336 Miles!  2013 Suzuki® Boulevard M90"
"13,168 miles","$11,999 ",GSX-R 1000 COMMEMORATIVE EDITION,  2013 Suzuki Sportbike,2013 Suzuki® GSX-R1000 1 Million Commemorative Edition
"18,001 miles","$12,990 ",Hayabusa,  2012 Suzuki Sportbike,"2012 Suzuki Hayabusa, SWEET PIECE! RARE! LOW MILES! X -CLEAN! @INTEGRITY CYCLES!!  Designed for serious sport riders. A combination of power, crisp handling, and aerodynamics is included in this sport bike. You'll be rewarded with a riding experience you'll never forget."
"38,801 miles","$8,995 ",GSXR 1000,  2012 Suzuki Sportbike,2012 Suzuki GSXR 1000
"19,844 miles","$4,995 ",Boulevard C50 T,  2011 Suzuki Touring,"2011 Suzuki Boulevard C50 T, 2011 Suzuki Boulevard C50TMeet the Boulevard C50T— A Classic Cruiser with Bold Style and No Equal.Like the C50, it too boasts a fuel-injected 45-degree V-twin engine that cranks out abundant torque down low, matched with exciting top-end performance. It also has a spacious riding position and smooth suspension that encourages you to take to the open highway for true long-range cruising in maximum comfort. With a multitude of features, the C50T also establishes its own unique identity. The C50T has a range of custom features that are ideal for all-day cruising, including an aerodynamic windshield, custom-made leather saddlebags and a well-padded backrest designed especially for passenger comfort. So go out and experience the open ride in style today. Hop on a C50T and experience the ride for yourself!"
"3,245 miles","$9,995 ",GSX R 1000,  2011 Suzuki Sportbike,2011 Suzuki GSX-R1000™
"41,401 miles","$4,800 ",DL1000 V-STROM,  2009 Suzuki Touring,"2009 SUZUKI DL1000 V-STROM, Wanna Ride Any Where !! This Motorcycle is a Suzuki DL 1000cc V-Storm. This Motorcycle Is a blast to Ride with plenty of low end torque and horse power. Suzuki's V-Storm can Go on road off road it don't matter if you wanna go camping on a motorcycle this DL1000 is the one for Sure . So Come By Flip My Cycle and Check out this 2009 Suzuki DL1000 V-Storm in person"
"9,542 miles","$4,799 ",BOULEVARD C50,  2009 Suzuki Cruiser,"2009 SUZUKI BOULEVARD C50,"
"6,588 miles","$3,995 ",BOULEVARD C50,  2009 Suzuki Cruiser,"2009 Suzuki BOULEVARD C50, ** SUPER CLEAN AND NICE** LOW MILES AT ONLY 6,588**THE CHROME AND PAINT SHINE BRILLIANTLY, THE TIRES HAVE THICK TREAD, WELL ACCESSORIZED WITH BAGS, DETACHABLE WINDSHIELD AND A SISSY BAR WITH RACK. WITH ALLOY WHEELS ALSO! ** NO DEALER FEES EVER ** Star Auto Sales 4572 Lincoln way east Fayetteville, pa. 17222 717-352-8182 www.starautopa.net"
"13,924 miles","$7,490 ",Boulevard M109R,  2007 Suzuki Cruiser,"2007 Suzuki Boulevard M109R, SWEET PIECE! RARE! HURRY IN! @INTEGRITY CYCLES!!"
"10,116 miles","$6,999 ",Boulevard M109R,  2007 Suzuki Cruiser,"2007 Suzuki Boulevard M109R, Great Shape!!! Excluding the ""fist sized"" dent in fuel tankScrapes on light trim30-Day Unlimited-Mile Powertrain Warranty. Financing and Shipping available on most machines. Extended Warranty available on most units.  For Sale 2007 Suzuki Boulevard M109R"
"32,008 miles","$5,990 ",Boulevard C90,  2007 Suzuki Cruiser,"2007 Suzuki Boulevard C90, SUPER CLEAN! LOCAL TRADE IN @INTEGRITY CYCLES!!"
"12,452 miles","$3,499 ",GS 500F,  2007 Suzuki Standard,
"18,634 miles","$4,599 ",Boulevard C50T C50 T,  2006 Suzuki Touring,A Classic Cruiser with Bold Style and No Equal.
"28,690 miles","$3,495 ",Bandit 1200 GFS GS1200,  2005 Suzuki Sportbike,"2005 Suzuki Bandit 1200 GFS, Clean CARFAX!! 2005 Suzuki Bandit GFS 1200 Recent Arrival! Blue Visit Brookwood Auto Group online at www.brookwoodautogroup.com to see more pictures of this vehicle or call us at 503-747-7487 today to schedule your test drive."
"1,864 miles","$3,799 ",VL1500 Intruder LC LC 1500,  2003 Suzuki Cruiser,"2003 Suzuki VL1500 Intruder LC, Only 1800 original miles! Fresh oil change, new front and rear tires."
"60,566 miles","$3,699 ",V-Strom 1000,  2003 Suzuki Standard,Go anywhere with this loaded adventure bike for not a lot of cash! Financing Available.
,"$1,999 ",RV90,  1972 Suzuki Cruiser,
,"$6,495 ",DR650S,New 2023 Suzuki Standard,"2023 Suzuki DR650S,"
,"$6,699 ",DR-Z400S,New 2023 Suzuki Standard,"2023 Suzuki DR-Z400S,"
,"$6,999 ",SV650,New 2023 Suzuki Standard,"2023 Suzuki SV650,"
1 miles,"$18,799 ",Hayabusa,New 2023 Suzuki Standard,
3 miles,"$6,399 ",SV650,New 2023 Suzuki Sportbike,
3 miles,"$15,899 ",HAYABUSA,New 2023 Suzuki Sportbike,
3 miles,"$16,495 ",GSX-R 1000R,New 2023 Suzuki Sportbike,
,"$7,099 ",DR-Z400S,New 2023 Suzuki Dual Sport,"2023 Suzuki DR-Z400S,"
,"$7,799 ",DR-Z400SM,New 2023 Suzuki Mx,"2023 Suzuki DR-Z400SM, 2023 Suzuki DR-Z400SM Supermoto There are several exciting aspects about the Suzuki DR-Z400SM: Performance: The DR-Z400SM is a powerful motorcycle with a 399cc liquid-cooled single-cylinder engine that delivers strong acceleration and impressive top speeds. Handling: The motorcycle features a lightweight chassis and suspension that allows for agile and responsive handling, making it a blast to ride on twisty roads and off-road trails. Versatility: The DR-Z400SM is a versatile motorcycle that can be   for a wide range of activities, from commuting to Dual Sport adventures. Style: The DR-Z400SM has a sleek and aggressive appearance that turns heads wherever it goes. It also comes with a range of customization options, allowing riders to personalize their bikes to suit their style. Reliability: Suzuki is known for building reliable motorcycles, and the DR-Z400SM is no exception. It has a reputation for being a reliable and durable motorcycle that can handle tough riding conditions. Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Disc Brakes - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
,"$13,349 ",GSX-S1000GT,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-S1000GT, 023 Suzuki GSX-S1000GT The 2023 GSX-S1000GT intelligently combines the championship performance of its GSX-R1000-based engine with a nimble, lightweight chassis to provide riders with an exciting and comfortable GT riding experience. Here is a Grand Tourer with sportbike level functionality, avantgarde styling, and an extensive selection of optional equipment like truly functional, integrated side cases. More than a successor to the prior generation GSX-S1000F, the GSX-S1000GT is the motorcycle that performance-minded touring enthusiasts desire, whether heading out on a long trip with a passenger on board or enjoying a sporty solo romp up a twisty ribbon of asphalt. The GSX- S1000GT's performance is a revelation, its appearance breathtaking, and the Suzuki mySPIN connectivity application integrated into the full-color TFT instrument panel provides easy access to contacts, maps, music, and phone communication. Using long-stroke, GSX-R engine architecture, the 999cc four-stroke, liquid-cooled DOHC in-line four engine delivers smooth, consistent power throughout its wide power band. This enhances the riding experience, both at the low- to mid-range engine speeds commonly   in daily riding, and through the mid- to high-range   when travelling long distances on the highway. Refined and controlled performance is managed by Suzuki Intelligent Ride System (S.I.R.S.) technology, including electronic cruise control, traction control* and clutchless quick shifting, so passing slower traffic is an opportunity, never a challenge. The twin-spar aluminum frame and superbike-braced swingarm help deliver agile handling and great road-holding ability that will go the distance. Visually stunning, the trellis-style sub-frame design creates secure attachment points for the optional, high capacity 25.7L saddlebags, while allowing for a thick, more comfortable passenger seat. The GSX-S1000GT's load capacity and suspension control can flex to each new destination, thanks to its fully adjustable, inverted KYB fork and easy-to-adjust rear shock. The dual, ABS-equipped**, radial-mounted, four-piston, Brembo-front brake calipers and 310mm floating rotors provide the controlled stopping performance needed to travel two-up with confidence. Comfort is vital to miles of effortless performance, and the GSX-S1000GT is ready to accept your next long ride. The wide, cast-aluminum handlebar is shaped and positioned for a comfortable reach, delivering the proper leverage to guide the GSX-S1000GT on any road. The handlebar's special rubber mount damps vibration to the rider's hands, while all the footrests have durable rubber inserts to damp vibration to the rider's and passenger's boots. The rider and passenger seats have a sporty design that maximizes comfort on long rides, and both sport a cover material that balances grip with freedom of movement. The rider's seat-shape further expands freedom of movement, while the pillion design maximizes passenger"
,"$12,849 ",GSX-R750,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R750, 2023 Suzuki GSX-R750 Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985. Today, the 2023 GSX-R750 continues Suzuki's tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis. On the road or on the track, the GSX-R750 delivers a breathtaking combination of outstanding engine performance, crisp handling, compact size, and light weight. Its secret is an unequaled pairing of 750cc performance with the lightweight, compact chassis of a 600cc Supersport, complemented by technologically advanced suspension front and rear. The 2023 GSX-R750 remains true to the GSX-R's original concept of a light and nimble chassis carrying a strong, responsive engine. The GSX-R750 is a modern representative of Suzuki's championship-winning heritage, delivering an exciting riding experience you can use on the street or on the racetrack - it's your choice. Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Tachometer, Fuel Injected, Disc Brakes - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
