mileage,price,Bike,Types and Used Time,description
,"$10,399 ",890 Duke GP,New 2022 KTM Sportbike,"2022 KTM 890 Duke GP, 2022 KTM 890 Duke GP"
,"$3,996 ",SX-E 5,New 2022 KTM Dirt Bike,"2022 KTM SX-E 5, SAVE BIG ON SELECT 2022 KTM OFF ROAD  2022 KTM SX-E 5"
"2,810 miles","$12,499 ",890 Adventure,  2021 KTM Standard,"The ride doesn't need to end when the road does. The KTM 890 ADVENTURE takes the lightweight and sporty characteristics you'd expect from a KTM ADVENTURE motorcycle to deliver a supremely capable adventure tourer - both on and off the tarmac. Now with more engine grunt, improved handling, added suspension adjustability and rider-focussed technology, the KTM 890 ADVENTURE is the ultimate road and gravel traveller."
150 miles,"$7,991 ",250 XC-F,  2021 KTM Dirt Bike,"2021 KTM 250 XC-F, 2021 KTM 250 XC-F"
,"$8,496 ",450 SX-F,  2021 KTM Dirt Bike,"2021 KTM 450 SX-F, Why buy  ? To find the PERFECT vehicle! With over 30 years in the powersports industry, Ridenow Chandler has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to Ride Now. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing   Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States. Start your adventure today and CALL 480-503-3333 to get started on the path to ownership!"
92 miles,"$9,997 ",350 XC-F Kailub Russell 350 F KAILUB RUSSELL,  2021 KTM Dirt Bike,"2021 KTM 350 XC-F Kailub Russell, NOW AVAILABLE!!! Pricing may exclude any added parts, accessories or installation- unless otherwise noted. Advertised pricing excludes applicable taxes title and licensing, dealer set up, destination and are subject to change without notice. Sale prices include all applicable offers.  2021 KTM 350 EXC-F"
"6,724 miles","$10,799 ",890 Duke,  2021 KTM Sportbike,"2021 KTM 890 Duke, 2021 KTM 890 Duke"
,"$8,999 ",350 XC-F,  2021 KTM Mx,Shaped for control
"12,495 miles","$14,999 ",1290 SUPER ADVENTURE,  2020 KTM Dual Sport,"2020 KTM 1290 SUPER ADVENTURE, FINANCING AVAILABLE OAC!TRADES WELCOME!DON'T WAIT! CALL OR TEXT US TODAY! 360-805-5550 Looking for a one-stop shop for all your powersports needs? Look no further than Adventure Motorsports! Our dealership offers a wide selection of machines from 12 different brands, including Yamaha, Kawasaki, Suzuki, Arctic Cat, KTM, Sunchaser, Segway, Kymco, Kayo, SSR, Benelli, Segway, and CFMoto. We now carry Sunchaser Pontoon boats, which are a great way to get out on the water and have fun with family and friends. If you're on a budget, we have two value-priced product lines to choose from. And, for those looking for a pre-owned vehicle, we have the largest selection of clean   machines in the Northwest, with over 500 new and   motorcycles, scooters, ATVs, SxSs, boats, snowmobiles, watercraft, and utility vehicles to choose from. At Adventure Motorsports, we offer financing on both new and   vehicles, and we will take almost any trade, including motorcycles, ATVs, cars, and trucks. Don't wait! Call or text us at 360-805-5550 to start your next adventure today. Please note that if the vehicle is new, the price does not include destination and assembly fees, and a negotiable documentary service fee of up to $200.00 will be added to the final price.Visit our website at www.adventuremotorsports.net to learn more about the exciting powersports vehicles we have to offer! ADVENTURE MOTORSPORTS320 N. Lewis StMonroe, WA. 98272   Engine & Exhaust"
"6,159 miles","$14,990 ",Super Adventure S,  2020 KTM Dual Sport,"2020 KTM Super Adventure S,"
,"$6,997 ",250 SX-F,  2020 KTM Dirt Bike,"2020 KTM 250 SX-F, 2020 KTM 250 SX-F / STOCK # TU0981"
"4,056 miles","$11,991 ",790 Adventure R,  2020 KTM Sport Touring,"2020 KTM 790 Adventure R, LOADED! FINANCING AVAILABLE!  2020 KTM 790 Adventure R"
"1,909 miles","$15,999 ",1290 SUPER ADVENTURE S,  2020 KTM Dual Sport,
"2,950 miles","$8,250 ",300 XC-W TPI,  2019 KTM Dirt Bike,"2019 KTM 300 XC-W TPI well cared for and in excellent shape! 149.7hours/2950miles. New Piston, Oil Pump and serviced Power Valve @ 115hours. Extras include; KTM Fan Kit, KTM Map Switch, Cyclops LED Headlight, Neutech Tubliss System, Enduro Engineering Spark Arrestor Cap, DID Enduro Chain, SuperSprox Rear Sprocket, TM Designworks Chain Guide, P3 Carbon Skid Plate and Pipe Guard and a CA red sticker."
,"$7,999 ",250 SX-F,  2019 KTM Competition,"2019 KTM 250 SX-F, PRICE DOES NOT INCLUDE $249.00 DOC FEE, TAX, TITLE, LICENSE  Engine & Exhaust"
,"$3,736 ",85 SX 17/14,  2019 KTM Dirt Bike,"2019 KTM 85 SX 17/14, 2019 KTM 85 SX 17/14 / STOCK # TU6099"
"11,131 miles","$12,899 ",1290 SUPER ADVENTURE S,  2018 KTM Sport Touring,"2018 KTM 1290 SUPER ADVENTURE S,"
"24,474 miles","$11,999 ",1290 SUPER DUKE R,  2018 KTM Sportbike,2018 KTM 1290 SUPER DUKE R
"1,711 miles","$4,499 ",RC 390,  2018 KTM Sportbike,"2018 KTM RC 390,    Engine & Exhaust"
"2,309 miles","$8,495 ",Duke 690,  2018 KTM Standard,"2018 KTM Duke 690 , Two decades ago, the original Duke was nothing short of revolutionary. KTM s first single-cylinder street bike grew into a cult classic, adding extreme fun to a raw and radical concept. Today s 690 DUKE stays faithful to its ancestor s ways, but adds future-proof refinements: impressive smoothness, sophisticated electronics, improved ergonomics and tons of grunt. This firmly cements the world s strongest single-cylinder production motorcycle at the cutting edge of engineering. Long live the Duke! The brilliant LC4 showcases twenty-four carats of fun. With its powerful, lightweight single combined with a sophisticated electronic engine management , dual-spark ignition with plug-selective mappings and a second balancer shaft, the results are top refinement, a wide powerband and a full 54 kW (73 hp) of peak power. Despite its pronounced lust for cornering, the 690 Duke also presents versatile real-world capabilities. On a daily basis, particularly the two-piece seat will prove a valuable friend. It s comfortable and spacious, while still being set up for all dynamic riding situations. The seating position and freedom of movement behind the wide aluminum handlebar provide perfect support for controlling the bike both in traffic hell as well as cornering heaven. Workday commute or weekend blast: the 690 Duke has your back. Check out the aftermarket exhaust for that added growl!!! This bike like all our bikes will be fully serviced, inspected and detailed at the time you take delivery. See this and other great deals at www.cyclehunters.com HaldemanAuto/cyclehunters.com 102 Old Ebenezer Rd Lebanon Pa, 17046 717-273-1809"
"7,431 miles","$7,088 ",690 Duke,  2018 KTM Sportbike,"2018 KTM 690 Duke, Why buy  ? To find the PERFECT vehicle! With over 30 years in the powersports industry, Ridenow Goodyear has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to Ride Now. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing   Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States. Start your adventure today and CALL 844-474-3366 to get started on the path to ownership!   2018 KTM 690 Duke"
34 miles,"$4,499 ",65 SX,  2018 KTM Dirt Bike,"2018 KTM 65 SX, Why buy  ? To find the PERFECT vehicle! With over 30 years in the powersports industry, Ridenow Phoenix has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to Ride Now. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing   Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States. Start your adventure today and CALL 602-992-8620 to get started on the path to ownership!"
"5,608 miles","$7,499 ",690 Duke,  2018 KTM Sportbike,
"5,323 miles","$13,999 ",1290 SUPER ADVENTURE R,  2018 KTM Standard,
"8,272 miles","$14,750 ",1290 SUPER ADVENTURE R,  2018 KTM Sport Touring,2018 KTM 1290 Super Adventure R
260 miles,"$4,995 ",250 XC-F,  2017 KTM Dirt Bike,"2017 KTM 250 XC-F, ""Easy Financing Available, Just Click ""Get Financing""      2017 KTM 250 XC-F Dirt Bike For Sale In Myrtle Beach, SC  RedLine Powersports Myrtle Beach"
,"$4,547 ",250 SX,  2016 KTM Dirt Bike,"2016 KTM 250 SX, 2016 KTM 250 SXThe KTM SX 250 is a off-road style motorcycle with an MSRP of $7,399 and was carryover for 2016. Power is provided by a 2-Stroke, 249cc, Liquid cooled, Reed Valve, Single-Cylinder engine with Kick starter. The engine is paired with The SX 250 rides on Aluminum wheels with a Dunlop GEOMAX MX32 80/100 R21 51M front tire and Dunlop GEOMAX MX32 110/90 R19 62M rear tire. The front suspension is an Inverted Fork while the rear suspension is a Twin Sided Swing Arm. Front Hydraulic Disc brakes and rear Hydraulic Disc brakes provide stopping power. The SX 250 comes standard with an One-Piece, 1-passenger seat."
"17,162 miles","$10,495 ",1190 ADVENTURE,  2015 KTM Dual Sport,"2015 KTM 1190 Adventure Dual Sport, Clean CARFAX!! 2015 KTM 1190 Adventure Dual Sport Orange Visit Brookwood Auto Group online at www.brookwoodautogroup.com to see more pictures of this vehicle or call us at 503-747-7487 today to schedule your test drive."
"4,219 miles","$4,000 ",390 DUKE,  2015 KTM Sportbike,
"26,500 miles","$11,750 ",1290 SUPER DUKE R,  2015 KTM Sportbike,
"8,500 miles","$11,500 ",1290 SUPER ADVENTURE T,  2015 KTM Dual Sport,"The 1290 KTM Super Adventure sets a new benchmark in the travel enduro segment with a class-leading equipment specification that leaves other travel enduros playing catch-up. The Super Adventure’s uncompromisingly powerful KTM engine is matched by safety and electronics packages that are streets ahead of the competition, which means that sports riding meshes seamlessly with a versatile travel enduro style, making the Super Adventure the perfect ride for any journey.Excellent condition low miles. Vet rider. Perfect do it all dirt & street Adventure BikeKtm Super Adventure, Yamaha Super Tenere, Bmw GS, Honda Africa Twin, Kawasaki KLR, Triumph Tiger"
"23,643 miles","$4,899 ",Super Duke 990,  2007 KTM Sportbike,"2007 KTM Super Duke 990, ONLY 23,643 MILES, LEO VINCE EXHAUST, PUIG WINDSCREEN, ADJUSTABLE LEVERS, ZETA HANDGUARDS, BAR END MIRRORS, DOMINO GRIPS, NEWER TIRES, FUEL INJECTED, REAR TIRE HUGGER, AND MORE! CLEAN BIG POWER SPORT BIKE!"
3 miles,"$19,799 ",1290 SUPER DUKE GT,New 2023 KTM Sport Touring,"2023 KTM 1290 SUPER DUKE GT,"
10 miles,"$10,899 ",450 SX-F,New 2023 KTM Standard,"2023 KTM 450 SX-F,"
,"$20,299 ",1290 SUPER ADVENTURE R OT 1290 R,New 2023 KTM Touring,"2023 KTM 1290 SUPER ADVENTURE R OT,"
,"$14,999 ",XC 450 F,New 2023 KTM Standard,"2023 KTM XC 450 F,"
,"$10,999 ",500 EXC-F,New 2023 KTM Dual Sport,"2023 KTM 500 EXC-F,"
10 miles,"$11,649 ",450 XC-F,New 2023 KTM Standard,"2023 KTM 450 XC-F,"
,"$8,999 ",XC-W 300 300 W,New 2023 KTM Standard,"2023 KTM XC-W 300,"
10 miles,"$7,949 ",125 SX,New 2023 KTM Standard,"2023 KTM 125 SX,"
10 miles,"$12,999 ",690 ENDURO R,New 2023 KTM Dual Sport,"2023 KTM 690 ENDURO R,"
,"$7,399 ",390 Adventure,New 2023 KTM Standard,
3 miles,"$7,994 ",450 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F, 2023 KTM 450 SX-F"
3 miles,"$20,299 ",SUPER ADVENTURE 1290 R - BLUE - WHITE - ORANGE,New 2023 KTM Dual Sport,"2023 KTM SUPER ADVENTURE 1290 R - BLUE - WHITE - ORANGE, 2023 KTM 1290 Super Adventure R"
3 miles,"$20,399 ",1290 SuperDuke R SUPER ADVENTURE S,New 2023 KTM Standard,"2023 KTM 1290 SuperDuke R,    Engine & Exhaust"
,"$10,799 ",250 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 250 XC-W, 2023 KTM 250 XC-W. $10,799. SOLD OUT...SOLD OUT...SOLD OUT!!!   Engine & Exhaust"
,"$6,549 ",85 SX 17/14,New 2023 KTM Dirt Bike,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
,"$11,099 ",300 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 300 XC-W, 2023 KTM 300 XC-W. $11,099. SOLD OUT...SOLD OUT...SOLD OUT!!!   Engine & Exhaust"
,"$11,399 ",350 XC-F,New 2023 KTM Dirt Bike,"2023 KTM 350 XC-F,   Engine & Exhaust"
,"$9,487 ",300 XC,New 2023 KTM Competition,"2023 KTM 300 XC,    Engine & Exhaust"
,"$9,999 ",250 SX F SX-F,New 2023 KTM Dirt Bike,"2023 KTM 250 SX F, The 2023 KTM 250 SX-F continues its assault on the highly-competitive 250 cc class. Featuring a truly user-friendly package engineered to satisfy all riders, from novice to pro, it continues the trend of being undisputedly READY TO RACE at any level. Delivering a knock-out power-punch, more stability in a straight line, and with more electronic upper cuts in the bag, the 2023 KTM 250 SX-F is ready to take on the 250 cc class and dominate it.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Before The Gate"
,"$9,999 ",250 SX F SX-F,New 2023 KTM Dirt Bike,"2023 KTM 250 SX F, The 2023 KTM 250 SX-F continues its assault on the highly-competitive 250 cc class. Featuring a truly user-friendly package engineered to satisfy all riders, from novice to pro, it continues the trend of being undisputedly READY TO RACE at any level. Delivering a knock-out power-punch, more stability in a straight line, and with more electronic upper cuts in the bag, the 2023 KTM 250 SX-F is ready to take on the 250 cc class and dominate it.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Before The Gate"
,"$10,899 ",450 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F, We aren't ones to brag, but with a trophy cabinet ready to rip at the seams, the KTM 450 SX-F is the epitome of a podium hunter. With 5 AMA 450 supercross titles in the last 7 seasons, the 2023 KTM 450 SX-F rolls into the paddock already armed with the learnings of past championships - and an all-new arsenal of weaponry. It's time to extend the trophy room.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Before The Gate  Start Strong"
,"$5,049 ",85 SX 17/14,New 2023 KTM Dirt Bike,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
,"$5,049 ",85 SX 17/14,New 2023 KTM Competition,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.**Financing Available***Price shown is based on selling price average retail value. Excludes Manufacturer warranty Selling price excludes optional accessories, applicable taxes, installation, setup and/or other dealer cost*   Engine & Exhaust"
,"$9,999 ",250 SX F SX-F,New 2023 KTM Dirt Bike,"2023 KTM 250 SX F, The 2023 KTM 250 SX-F continues its assault on the highly-competitive 250 cc class. Featuring a truly user-friendly package engineered to satisfy all riders, from novice to pro, it continues the trend of being undisputedly READY TO RACE at any level. Delivering a knock-out power-punch, more stability in a straight line, and with more electronic upper cuts in the bag, the 2023 KTM 250 SX-F is ready to take on the 250 cc class and dominate it.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Before The Gate"
1 miles,"$7,399 ",390 Adventure,New 2023 KTM Dirt Bike,"2023 KTM 390 Adventure, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 390 Adventure"
,"$8,699 ",350 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 350 SX-F, 2023 KTM 350 SX-F"
1 miles,"$20,299 ",1290 SUPER ADVENTURE S,New 2023 KTM Dual Sport,"2023 KTM 1290 SUPER ADVENTURE S,    Engine & Exhaust"
,"$9,487 ",300 XC,New 2023 KTM Dirt Bike,"2023 KTM 300 XC,    Engine & Exhaust"
,"$5,049 ",85 SX 17/14,New 2023 KTM Dirt Bike,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
,"$5,049 ",85 SX 17/14,New 2023 KTM Competition,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.**Financing Available***Price shown is based on selling price average retail value. Excludes Manufacturer warranty Selling price excludes optional accessories, applicable taxes, installation, setup and/or other dealer cost*   Engine & Exhaust"
1 miles,"$7,399 ",390 Adventure,New 2023 KTM Dirt Bike,"2023 KTM 390 Adventure, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 390 Adventure"
,"$12,649 ",300 XC-W Erzbergrodeo 300 W ERZBERGRODEO,New 2023 KTM Dirt Bike,
,"$7,999 ",250 SX F SX-F,New 2023 KTM Competition,"2023 KTM 250 SX F, The 2023 KTM 250 SX-F continues its assault on the highly-competitive 250 cc class. Featuring a truly user-friendly package engineered to satisfy all riders, from novice to pro, it continues the trend of being undisputedly READY TO RACE at any level. Delivering a knock-out power-punch, more stability in a straight line, and with more electronic upper cuts in the bag, the 2023 KTM 250 SX-F is ready to take on the 250 cc class and dominate it.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Before The Gate"
,"$11,990 ",500 EXC-F SIX DAYS,New 2023 KTM Dual Sport,"2023 KTM 500 EXC-F SIX DAYS, FINANCING AVAILABLE OAC!TRADES WELCOME!DON'T WAIT! CALL OR TEXT US TODAY! 360-805-5550Discover your ultimate powersports destination at Adventure Motorsports! As your one-stop shop for all things powersports, our dealership showcases an extensive selection from 12 leading brands, including Yamaha, Kawasaki, Suzuki, Arctic Cat, KTM, Sunchaser, Segway, Kymco, Kayo, SSR, Benelli, and CFMoto. We're also thrilled to introduce Sunchaser Pontoon boats – the perfect addition for unforgettable moments on the water with family and friends.Whether you're budget-conscious or searching for a pre-owned vehicle, we've got you covered. Choose from two value-priced product lines or explore the Northwest's largest collection of meticulously maintained   machines. Our inventory boasts over 500 new and pre-owned motorcycles, scooters, ATVs, SxSs, boats, snowmobiles, watercraft, and utility vehicles.At Adventure Motorsports, we make your dreams a reality with financing options for both new and   vehicles. Plus, we welcome a wide variety of trades, including motorcycles, ATVs, cars, and trucks. Don't let adventure pass you by – call or text us at 360-805-5550 and start your journey today!Please note: For new vehicles, the listed price does not include destination and assembly fees. A negotiable documentary service fee of up to $200.00 will be added to the final price.Visit our website at www.adventuremotorsports.net to learn more about the exciting powersports vehicles we have to offer! ADVENTURE MOTORSPORTS320 N. Lewis StMonroe, WA. 98272360-805-5550   Engine & Exhaust"
,"$5,049 ",85 SX 17/14,New 2023 KTM Dirt Bike,"2023 KTM 85 SX 17/14, If you're reading this, then it is safe to say things have become serious. The 2023 KTM 85 SX is the first real step into the big leagues. Lightweight, powerful and reliable, the KTM 85 SX boasts real big bike components in scaled-down 85 cc geometry, providing the ultimate kickstart to any young racing career.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Engine & Exhaust"
,"$8,699 ",350 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 350 SX-F, 2023 KTM 350 SX-F"
,"$12,649 ",300 XC-W Erzbergrodeo 300 W ERZBERGRODEO,New 2023 KTM Dirt Bike,
,"$11,577 ",450 XCF-W,New 2023 KTM Dirt Bike,"2023 KTM 450 XCF-W, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 450 XCF-W"
,"$4,699 ",50 SX,New 2023 KTM Dirt Bike,"2023 KTM 50 SX, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 50 SX"
,"$9,499 ",300 XC,New 2023 KTM Dirt Bike,"2023 KTM 300 XC, 2023 KTM 300 XC / STOCK # TN1103"
,"$10,699 ",350 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 350 SX-F, 2023 KTM 350 SX-F"
,"$9,788 ",250 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 250 XC-W, ***MANAGER'S SPECIAL***   ***MANAGER'S SPECIAL***"
,"$11,649 ",450 XCF-W,New 2023 KTM Dirt Bike,"2023 KTM 450 XCF-W, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 450 XCF-W"
1 miles,"$7,399 ",390 Adventure,New 2023 KTM Dirt Bike,"2023 KTM 390 Adventure, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 390 Adventure"
,"$4,699 ",50 SX,New 2023 KTM Dirt Bike,"2023 KTM 50 SX, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 50 SX"
,"$7,988 ",250 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 250 XC-W, ***MANAGER'S SPECIAL***   ***MANAGER'S SPECIAL***"
,"$7,988 ",300 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 300 XC-W, ***MANAGER'S SPECIAL***   ***MANAGER'S SPECIAL***  2023 KTM 300 XC-W for Sale at Riva Motorsports Superstore in Pompano Beach, Florida"
2 miles,"$20,299 ",1290 Super Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 1290 Super Adventure R, 2023 KTM 1290 Super Adventure R"
2 miles,"$20,299 ",1290 Super Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 1290 Super Adventure R, 2023 KTM 1290 Super Adventure R"
1 miles,"$5,499 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, 2023 KTM 65 SX"
,"$5,499 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 65 SX"
,"$5,199 ",85 SX 19/16,New 2023 KTM Dirt Bike,"2023 KTM 85 SX 19/16, K574552023 KTM 85 SX 19/16$5199+$385 KTM Destination Charge,*does not include sales tax, documentation fee ($190) or licensing 2023 KTM 85 SX 19/16"
,"$7,999 ",350 SX-F,New 2023 KTM Dual Sport,"2023 KTM 350 SX-F,   2023 KTM 350 SX-F"
1 miles,"$4,199 ",200 Duke,New 2023 KTM Sportbike,"2023 KTM 200 Duke, 2023 KTM 200 Duke naked sportbike motorcycle for sale in Kansas City at Freedom Cycles! We pay top dollar for trade-ins! Ask about our ASAP program to save on annual maintenance costs to keep you riding worry-free.  2023 KTM 200 Duke Family-owned for over 40 years, Freedom Cycles of Grandview has one of the largest pre-owned bike inventories in the Kansas City area. Our 75,000 square-foot dealership includes the latest products from Honda, Kawasaki, KTM, Yamaha, Polaris, Suzuki and Victory Motorcycles. We also carry Trail Master Go Karts and the Polaris Slingshot! Surely you'll find what you're looking for in our large selection of:Motorcycles (street bikes, adventure bikes, sportbikes, supersport, dirt, cruisers, touring, sport touring, off-road, dual-sport, enduro, and scooters)ATV (All-Terrain Vehicle, youth ATV, quad, quad bike, three-wheeler, four-wheeler or quadricycle)UTV (Utility Vehicle, Utility Task Vehicle, Side-by-Side, Side x Side)Personal Watercrafts (Jet ski, PWC)Go Karts (everything from a mini XRS to Blazer 200R in a variety of colors)Plus, we have over 1,500 tires in stock- a huge selection of helmets, jackets, a"
,"$5,499 ",65 SX,New 2023 KTM Dirt Bike,"2023 KTM 65 SX, ACCESSORIES NOT INCLUDED * Pricing is AFTER all applicable incentives have been applied. PLUS destination, set-up-assembly, tax, title, lic & negotiable doc fee of up to $200.00 may be added to the sale price. Call 509-735-1117 for more details!  2023 KTM 65 SX"
2 miles,"$20,399 ",1290 Super Duke R Evo,New 2023 KTM Sportbike,"2023 KTM 1290 Super Duke R Evo, 2023 KTM 1290 Super Duke R EVO"
2 miles,"$9,199 ",790 Duke,New 2023 KTM Sportbike,"2023 KTM 790 Duke, 2023 KTM 790 Duke"
,"$8,199 ",300 SX,New 2023 KTM Dual Sport,"2023 KTM 300 SX,   2023 KTM 300 SX The new 300 cc 2-stroke powerhouse brings a new choice of weapon into the MX Open category and provides more choice for racers looking for maximum power at the least possible weight. Along with low maintenance costs, massive power on tap, and an overall engine weight of just 52.6 lb, the 2023 KTM 300 SX provides pure performance. And then some.The 2023 KTM SX and SX-F range feature an entirely new and improved rider triangle, providing improved knee contact - especially when standing on the pegs - with improved gripping surfaces all around. New plastics work to expel mud buildup in wet, muddy conditions, with a new, flatter seat profile and high grip seat cover providing exceptional rider movement and control. The polyamide reinforced aluminum subframe further enhances rider feel and feedback."
,"$20,399 ",1290 Super Duke R Evo,New 2023 KTM Sportbike,"2023 KTM 1290 Super Duke R Evo, 2023 KTM 1290 Super Duke R EVO for Sale at Riva Motorsports Superstore in Pompano Beach, Florida"
,"$8,199 ",250 XC,New 2023 KTM Dual Sport,"2023 KTM 250 XC,   2023 KTM 250 XC"
,"$12,099 ",450 SX-F Factory Edition,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F Factory Edition, COME BY CALL OR TEXT BREWER CYCLES TODAY FOR MORE INFO! WE ARE WORTH THE DRIVE! 2 in stock!  2023 KTM 450 SX-F Factory Edition"
,"$11,099 ",300 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 300 XC-W, 2023 KTM 300 XC-W for Sale at Riva Motorsports Superstore in Pompano Beach, Florida"
,"$15,199 ",890 Adventure R,New 2023 KTM Dirt Bike,"2023 KTM 890 Adventure R, 2023 KTM 890 Adventure R for Sale at Riva Motorsports Superstore in Pompano Beach, Florida"
2 miles,"$12,549 ",500 EXC-F,New 2023 KTM Dirt Bike,"2023 KTM 500 EXC-F, 2023 KTM 500 EXC-F"
