mileage,price,Bike name ,Time of USed,description
5 miles,"$17,995 ",Streetfighter V2,New 2023 Ducati Sportbike,
5 miles,"$27,595 ",Streetfighter V4 S Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Streetfighter V4 S Ducati Red, Pictures don't even come close. Come by the shop and check it out in person.  2023 Ducati Streetfighter V4 S Ducati Red"
,"$24,195 ",Diavel 1260 S Total Black,New 2022 Ducati Sportbike,"2022 Ducati Diavel 1260 S Total Black, 2022 Ducati Diavel 1260 S Total Black"
"1,340 miles","$16,590 ",Multistrada V2 S Ducati Red,  2022 Ducati Sportbike,"2022 Ducati Multistrada V2 S Ducati Red, This Ducati V2S Multistrada was recently traded in on a new BMW F900XR. It is equipped with Ducati removable saddlebags, Lowered Suspension, and has very low miles. We do not add Dealer Reconditioning fees on our   inventory. Transparent financing information is available on our website. Click the ""Buy Online"" button to structure your individual financing options. Now available at our San Diego BMW Motorcycles Showroom, with Ducati Saddlebags, and original Fork and Shock springs.    Call or email us with any questions you may have or come by for a test ride! Competitive financing is available and trade-ins are encouraged. 858-560-BIKE (2453) Selling Price does not include; $31 Electronic DMV filing fee, $85 documentation fee, or sales tax and vehicle license based on your physical address."
,"$26,795 ",Multistrada V4 Ducati Red,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V4 Ducati Red, 2022 Ducati Multistrada V4 Ducati Red"
,"$17,516 ",MONSTER PLUS GRAY 797,New 2022 Ducati Sportbike,"2022 Ducati MONSTER PLUS GRAY, This Unit has been optioned with multiple parts from the Ducati factory catalog. these parts include: Custom Painted plastics Kit Full system Termignoni Exaust Brake and Clutch Fluid reservoirs Red Handlebar ends  2022 Ducati Monster + Aviator Grey"
119 miles,"$14,995 ",SuperSport 950 S,  2021 Ducati Sportbike,
"1,096 miles","$26,495 ",Panigale V4 S Ducati Red,  2021 Ducati Sportbike,"2021 Ducati Panigale V4 S Ducati Red, Demo bike that comes with 2 year warranty. Includes Rizoma rearsets and carbon tank protectors.  2021 Ducati Panigale V4 S Ducati Red"
445 miles,"$10,999 ",SCRAMBLER FULL THROTTLE,  2020 Ducati Standard,"2020 DUCATI SCRAMBLER FULL THROTTLE,"
"12,811 miles","$7,999 ",Monster 797+,  2018 Ducati Sportbike,
239 miles,"$8,750 ",Scrambler Icon,  2018 Ducati Standard,
"4,231 miles","$11,495 ",SCRAMBLER 1100,  2018 Ducati Standard,
"7,587 miles","$7,690 ",SCRAMBLER STREET CLASSIC,  2018 Ducati Standard,
"12,786 miles","$9,999 ",Multistrada 950 Red,  2017 Ducati Sport Touring,"2017 Ducati Multistrada 950 Red, 2017 Ducati Multistrada 950 set up for off-road adventuring with crash bars, saddlebags, luggage rack, throttle lock/cruise control, and proper knobby tires, ready to hit the dirt--maybe literally!   2017 Ducati Multistrada 950 Red"
"4,853 miles","$9,900 ",Monster 821 Stripe Red with Stripe Livery,  2017 Ducati Sportbike,"2017 Ducati Monster 821 Stripe Red with Stripe Livery, 2017 Ducati Monster 821 Stripe Red with Stripe Livery"
"10,080 miles","$13,995 ",PANIGALE 959 959 PANIGALE,  2017 Ducati Sportbike,2017 Ducati 959 Panigale Red
"8,650 miles","$11,995 ",Multistrada 1200 S,  2016 Ducati Sportbike,
"6,520 miles","$10,500 ",Monster 1200 S Stripe,  2015 Ducati Sportbike,
"15,451 miles","$11,999 ",Multistrada 1200 S Touring Pkg Red,  2015 Ducati Sport Touring,"2015 Ducati Multistrada 1200 S Touring Pkg Red, 015 Ducati Multistrada 1200S in Ducati Red with all the electronic rider aids including four ride modes, cruise control, traction control, and lean angle-sensitive ABS, plus the Touring Package including heated grips, driving lights, saddlebags, top case, TomTom GPS, and more!   2015 Ducati Multistrada 1200 S Touring Pkg Red"
"9,746 miles","$12,590 ",PANIGALE 899,  2015 Ducati Sportbike,
"32,275 miles","$5,895 ",MULTISTRADA 1200ST 1200 S TOURING,  2014 Ducati Custom,"2014 Ducati MULTISTRADA 1200ST,"
"7,915 miles","$12,995 ",MULTISTRADA 1200 S GRANTURISMO,  2014 Ducati Dual Sport,
"5,598 miles","$8,499 ",HyperMotard 1100 EVO SP,  2012 Ducati Sportbike,"2012 Ducati HyperMotard 1100 EVO SP, 2012 Ducati Hypermotard 1100-EVO-SP"
"9,496 miles","$4,999 ",Monster 696,  2009 Ducati Sportbike,
10 miles,"$13,195 ",MONSTER PLUS,New 2023 Ducati Standard,"2023 DUCATI MONSTER PLUS,"
5 miles,"$31,595 ",Multistrada V4 Pikes Peak,New 2023 Ducati Standard,
,"$13,195 ",Monster + Aviator Grey,New 2023 Ducati Sportbike,"2023 Ducati Monster + Aviator Grey, 2023 Ducati Monster + Aviator Grey"
9 miles,"$13,195 ",Monster + Aviator Grey,New 2023 Ducati Sportbike,"2023 Ducati Monster + Aviator Grey, Financing as low as 6.99% with approved credit.  2023 Ducati Monster + Aviator Grey"
9 miles,"$27,195 ",Multistrada V4S Ducati Red - Alloy Wheels V4 S SPORT,New 2023 Ducati Sportbike,"2023 Ducati Multistrada V4S Ducati Red - Alloy Wheels, Financing as low as 6.99% with approved credit.  2023 Ducati Multistrada V4S Ducati Red / Alloy Wheels"
,"$8,295 ",TK-01RR,New 2023 Ducati Electric Bicycle,"2023 Ducati TK-01RR, The new TK-01RR is an e-enduro that adopts the most modern technical solutions, with the aim of making every riding phase exciting and letting you experience off-road in its maximum expression, even on the most inaccessible routes.  A modern e-Enduro featuring the latest technological solutions. Capable of tackling any kind of route, both uphill and downhill, offering loads of fun and complete safety.Shimano Steps EP8Weighing in at just 5.7 lb, the Shimano EP8 is one of the lightest drive units currently available on the market. With a maximum torque of 85 Nm and reduced friction, it ensures excellent pedalling power with smooth, direct and natural delivery, guaranteeing complete control of the vehicle. Combined with the E-Tube Project app, the assistance levels (eco, trail, and boost) can be fully customised to each route, and to suit each rider’s individual needs.FrameA 6061 aluminum alloy frame with hydroformed, forged and CNC machined parts. The new “enduro oriented” contours, featuring a verticalized seat tube (75.5°) and a 64.5° steering angle, allow for any obstacle to be overcome. The new standard 1.8” tapered head tube provides for a more rigid steering area with an entirely unique design.SuspensionsOhlins RXF38 air fork, with 38mm stanchions, 180mm travel, fully adjustable custom-tuned Ducati TTX air shock absorber, 170mm travel with Horst four-bar TPS (Thok Progressive System) linkage.BatteryIntegrated 630Wh ShimanoTires and rimsDifferentiated Crankbrothers Synthesis aluminum rims, 29” x 31mm front and 27.5” x 35mm rear. The 2.6” Pirelli Scorpion S tires, specifically developed for e-MTBs, guarantee excellent durability and maximum grip under all conditions."
,"$13,195 ",Monster + Dark Stealth 821 STEALTH,New 2023 Ducati Sportbike,"2023 Ducati Monster + Dark Stealth, 2023 Ducati Monster + Dark Stealth"
,"$17,695 ",DesertX Star White Silk,New 2023 Ducati Sportbike,"2023 Ducati DesertX Star White Silk, 2023 Ducati DesertX"
2 miles,"$18,295 ",Panigale V2 Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Panigale V2 Ducati Red, 2023 Ducati Panigale V2 White Rosso Livery"
2 miles,"$18,195 ",Streetfighter V2 Storm Green,New 2023 Ducati Sportbike,"2023 Ducati Streetfighter V2 Storm Green, 2023 Ducati Streetfighter V2 Storm Green"
10 miles,"$25,695 ",STREETFIGHTER V4 S,New 2022 Ducati Standard,"2022 DUCATI STREETFIGHTER V4 S,"
10 miles,"$10,995 ",SCRAMBLER URBAN MOTARD,  2022 Ducati Standard,"2022 DUCATI SCRAMBLER URBAN MOTARD,"
,"$11,695 ",Scrambler Urban Motard Star White Silk and Ducati GP,New 2022 Ducati Standard,"2022 Ducati Scrambler Urban Motard Star White Silk and Ducati GP 19 Red, 2022 Ducati Scrambler Urban Motard Star White Silk and Ducati GP ’19 Red"
,"$28,245 ",Multistrada V4 Sport Livery and Alloy Wheels,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V4 Sport Livery and Alloy Wheels, 2022 Ducati Multistrada V4 Sport Livery and Alloy Wheels"
,"$25,595 ",XDIAVEL S,New 2022 Ducati Cruiser,
"1,171 miles","$13,190 ",HYPERMOTARD 950,  2022 Ducati Sportbike,
"2,490 miles","$21,999 ",Multistrada V4S Ducati Red / Spoked Wheels 950 S SPOKED WHEELS,  2021 Ducati Sport Touring,"2021 Ducati Multistrada V4S Ducati Red / Spoked Wheels, Low-mileage 2021 Ducati Multistrada V4S in classic Ducati Red with Spoked Wheels, upgraded with the Enduro Pack and Urban Pack featuring handguards, a tank bag, top case, side cases, and a fresh set of Motoz ADV tires, ready to roll on- or off-road!   2021 Ducati Multistrada V4S Ducati Red / Spoked Wheels"
"3,998 miles","$19,980 ",STREETFIGHTER V4 S,  2021 Ducati Sportbike,"2021 Ducati STREETFIGHTER V4 S , 2021 DUCATI STREETFIGHTER V4 S 3,998 Miles Ducati Red 1103cc V4 Fuel Injected Engine Six-Speed Transmission Final Drive: Chain Full Digital Display ABS Traction Control Wheelie Control Quick Shift Engine Brake Control Power Launch Electronic Suspension Ohlins Forks Ohline Rear Suspension Rider Pegs LED Headlights LED Taillights Heated Handgrips Tail Tidy Kit 1 Key We take most titled trade-ins. We can arrange shipping all over the world or pick you up at Dallas Fort Worth International Airport (DFW). We inspected and test rode the bike. We make every effort during our recondition process to repair and/ or disclose anything outside of normal wear and tear and accurately describe our vehicles. Please see photos for details. If you have any questions, please feel free to call us and we will be more than happy to answer them."
,"$13,499 ",Scrambler 1100 PRO Ocean Drive,New 2021 Ducati Standard,"2021 Ducati Scrambler 1100 PRO Ocean Drive, Moon Motorsports 763-295-2920  2021 Ducati Scrambler 1100 PRO Ocean Drive"
"3,214 miles","$15,900 ",Panigale V2,  2021 Ducati Sportbike,"2021 Ducati Panigale V2 , Like New 2021 Ducati Panigale V2 with 3K miles! 955 cc 6 speed w/ Quick Shift up and down ABS Traction Control Engine Braking Control Wheelie Control NRC Fender Eliminator R&G Case Protector Tank Guard Previous owner had bar-end mirror, and removed them to put stock back on, but left the bar ends that went with the mirrors. All Stock other than the cosmetic items noted above Clean, clear title in hand Overall Condition: Excellent; This bike is like new. Super clean and nice. Very fast, looks and sounds amazing. Was traded on a V4S we had. Pride of ownership was evident - the bike came in very clean. Tires are excellent All paint and plastic is excellent Service Records (we cannot reset the date service indicator - only a Ducati dealer can) Runs and rides"
"2,333 miles","$41,995 ",Panigale V4 S,  2020 Ducati Sportbike,"2020 DUCATI Panigale V4 S, 2020 Ducati Panigale V4S Custom Fluo Yellow Notes from the previous owner: I built a few custom bikes with Ducati Detroit over the past few years and this Panigale V4S was my favorite of all of them. This bike is perfect in every way. Never seen rain. Other people have tried imitating this build with the fluo yellow, but none have delivered like this. Akrapovic titanium exhaust - full system with Ducati race tune Rotobox forged carbon wheels Rizoma reservoirs - black Rizoma levers for clutch and brake Rizoma mirror covers Handlebar mirrors Ducati Performance carbon fiber parts include: Front fender, rear fender, engine guards, top tank cover, foot guards, frame guards, wings (top end carbon) Dry clutch conversion kit Futur plate delete kit Superlight sprocket kit with racing chain Bike just got a full service at Ducati Detroit. Oil change and all fluids. All stripes are from the V4R and are under the clear coat. - Contact Syed Ahmed at 248-313-2800 or Syed@PMC-detroit.com for more information. -"
"14,209 miles","$14,790 ",Monster 1200 S,  2020 Ducati Sportbike,"2020 Ducati Monster 1200 S, 2020 DUCATI MONSTER 1200 S 14,209 Miles Gloss Black / Matte Black 1198cc L-Twin Fuel Injected Engine Six-Speed Transmission Final Drive: Chain Full Digital Display Three Riding Modes ABS Traction Control Wheelie Control Quick Shift Ohlins Forks Ohline Rear Suspension Rider Pegs Adjustable Passenger Pegs LED Taillight Shad Soft Saddlebags Tail Tidy Kit 2 Keys We take most titled trade-ins. We can arrange shipping all over the world or pick you up at Dallas Fort Worth International Airport (DFW). We inspected and test rode the bike. We make every effort during our recondition process to repair and/ or disclose anything outside of normal wear and tear and accurately describe our vehicles. Please see photos for details. If you have any questions, please feel free to call us and we will be more than happy to answer them."
"2,217 miles","$16,499 ",Panigale V2 Ducati Red,  2020 Ducati Sportbike,"2020 Ducati Panigale V2 Ducati Red, Maali Motorsports is proud to present this 2020 Ducati Panigale V2 Ducati Red 2020 Ducati Panigale V2 Ducati Red"
"7,523 miles","$7,990 ",Monster 797 Red,  2020 Ducati Sportbike,"2020 Ducati Monster 797 Red, 2020 Ducati Monster 797 Red"
"6,714 miles","$11,500 ",SCRAMBLER CAFE RACER,  2020 Ducati Sportbike,has
"2,754 miles","$11,500 ",Scrambler Cafe Racer,  2019 Ducati Sportbike,"2019 Ducati Scrambler Cafe Racer, 2019 Ducati Scrambler Cafe RacerBe a smart buyer and shop with the little guys! LOW overhead = LOW prices! NO freight or fuel fees! NO set up fees! Prime time riding weather is here! Here at SS Cycle we have dropped our already low prices even lower to prices that won't be beat! With all of our bikes being clean title and having a full 360 degree inspection done by a professional technician, now is the time to see why working with a 24 year Family Owned & Operated Broker will save you time and money! See last photo for inspection check list!ONLY 2,754 MILES! This Ducati comes equipped with a 800cc engine, 6-speed transmission, fuel injection, liquid cooled, chain driven, disc brakes, BREMBO brake system with ABS, black & yellow paint scheme, black mag wheels, black rider seat, black passenger seat with painted snap over plastic cover, passenger pegs, mid rider controls, locking gas cap, digital bar mounted gauges, and more! Come in and check it out today!We are located at 2070 Wall Ave, Ogden UT 84401.For more information please contact: Cameron 801-645-7880, Kobe 801-452-1228, Kooper 801-710-0378, or our Sales Dept at 801-334-6688. We have the best financing and customer service available.Visit our website at www.ssautobrokers.com to see all of our inventory including cars/trucks/bikes/powersports/RV's/boats & more! WE TAKE ALMOST ANYTHING IN ON TRADE!Engine and transmissionDisplacement 803.0 ccm (49.00 cubic inches)Engine type V2, four-strokePower 73.0 HP (53.3 kW)) @ 8250 RPMTorque 67.0 Nm (6.8 kgf-m or 49.4 ft.lbs) @ 5750 RPMCompression 11.0:1Bore x stroke 88.0 x 66.0 mm (3.5 x 2.6 inches)Valves per cylinder 2Fuel system Injection. Electronic fuel injection, 50 mm throttle bodyFuel control Desmodromic valve controlCooling system AirGearbox 6-speedTransmission type Chain (final drive)Clutch Wet multiplate clutch with mechanical controlFuel consumption 5.10 litres/100 km (19.6 km/l or 46.12 mpg)Greenhouse gases 118.3 CO2 g/km. (CO2 - Carbon dioxide emission)Emission details Euro 4Exhaust system Exhaust system with single stainless steel muffler, Termignoni silencer with alluminium covers, catalytic converter and 2 lambda probesChassis, suspension, brakes and wheelsFrame type Tubular steel TrellisRake (fork angle) 21.8°Trail 94 mm (3.7 inches)Front suspension Upside down Kayaba 41 mm forkFront wheel travel 150 mm (5.9 inches)Rear suspension Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarmRear wheel travel 150 mm (5.9 inches)Front tire 120/70-17Rear tire 180/55-17Front brakes Single disc. ABS. Four-piston calipers.Diameter 330 mm (13.0 inches)Rear brakes Single disc. ABS. Floating disc. Single-piston caliper.Diameter 245 mm (9.6 inches)Wheels 10-spoke in light alloy,Physical measures and capacitiesDry weight 180.0 kg (396.8 pounds)Power/weight ratio 0.4056 HP/kgSeat height 805 mm (31.7 inches) If adjustable, lowest setting.Overall height 1066 mm (42.0 inches)Overall length 2"
"3,526 miles","$16,999 ",MULTISTRADA 1260 S,  2019 Ducati Dual Sport,"2019 DUCATI MULTISTRADA 1260 S, DUCATI BAGS, DUCATI TRUNK, HEATED GRIPSPRICE DOES NOT INCLUDE $249.00 DOC FEE, TAX, TITLE, LICENSE  Features"
"6,509 miles","$34,999 ",Panigale V4 R,  2019 Ducati Sportbike,"2019 Ducati Panigale V4 R, Maali Motorsports is proud to present this 2019 Ducati Panigale V4 RUpgrades - Paint Protection Film on Fairings Akrapovic Titanium Exhaust Exposed Clutch Cover NRC Tail Tidy Kit CNC Racing Rear Sets Frame Sliders Bar End Mirror Brembo RCS 17 Brake Master Cylinder Rizoma Mirror Blockoffs CNC Top Truple Clamp CNC Sprocket Hub Carrier Carbon Fiber Swingarm Cover  2019 Ducati Panigale V4 R"
442 miles,"$9,499 ",Scrambler Icon Orange,  2019 Ducati Sportbike,"2019 Ducati Scrambler Icon Orange, Maali Motorsports is proud to present this 2019 Ducati Scrambler Icon Orange 2019 Ducati Scrambler Icon Orange"
"10,600 miles","$13,499 ",959 Panigale,  2018 Ducati Sportbike,"The fine balance between performance and control that every supersport motorcycle strives to achieve reaches its pinnacle in the new 959 Panigale. All combined in a unique design, which hallmarks the bike as an immediately recognizable member of the Ducati Superbike family. Lightweight and ready to thrill, thanks to its new 955 cc Superquadro engine and exclusive monocoque frame that ensure great handling and precision control. High level componentry such as a Brembo monobloc braking system with Bosch ABS, a slipper clutch, a Showa BPF fork and fully adjustable Sachs rear monoshock, and Riding Modes and Ducati Quick Shift all provide maximum control and safety."
888 miles,"$9,499 ",Scrambler 1100,  2018 Ducati Standard,"2018 Ducati Scrambler 1100, 2018 Ducati Scrambler 1100, totally original except for a set of Speedymoto frame and axle sliders, like new with just 888 miles on it!    2018 Ducati Scrambler 1100"
"4,077 miles","$13,890 ",PANIGALE 959 959 PANIGALE,  2018 Ducati Sportbike,
"8,012 miles","$13,699 ",959 Panigale White,  2018 Ducati Standard,"2018 Ducati 959 Panigale White, Maali Motorsports is proud to present this 2018 Ducati 959 Panigale WhiteUpgrades - Zero Gravity Tinted Windscreen   2018 Ducati 959 Panigale White"
"10,208 miles","$15,999 ",XDiavel S,  2017 Ducati Sportbike,
"13,681 miles","$14,999 ",Multistrada 1200 Enduro Red,  2017 Ducati Dual Sport,"2017 Ducati Multistrada 1200 Enduro Red, 2017 Ducati Multistrada 1200 Enduro Red with all the usual creature comforts and electronic rider aids plus aluminum panniers and a luggage rack. Find adventure!   2017 Ducati Multistrada 1200 Enduro Red"
"4,826 miles","$18,999 ",XDiavel S Thrilling Black,  2017 Ducati Sportbike,"2017 Ducati XDiavel S Thrilling Black, This 2017 Ducati XDiavel S is in Excellent condition as it has very slight cosmetic ride wear. It is in stock form with only 4,826 miles and ready for a new owner to accessorize it All pre-owned units are subject to a $299 reconditioning fee. Moon Motorsports Monticello, MN 763-295-2920.  2017 Ducati XDiavel S Thrilling Black"
"10,630 miles","$18,500 ",1299 Panigale S Anniversario 1299 S ANNIVERSARIO,  2017 Ducati Sportbike,"2017 Ducati 1299 Panigale S Anniversario, This # 135/500 1299 S Anniversario is completed covered with Paint Protection Film (ppf). It is fully kitted out with Brembo RCS 19 front Master Cylinder, Rizoma Brake lever guard, CNC Racing MotoGP styled hand control buttons, Rizoma Adjustable rearsets, Rizoma brake and clutch reservoir, Sato Racing frame sliders, Carbon Fiber mudguard, and Rizoma keyless gas cap. Lastly, the bike is complete  2017 Ducati 1299 Panigale S Anniversario"
"8,847 miles","$10,000 ",Superbike 1299 Panigale S,  2016 Ducati Sportbike,"2016 Ducati Superbike 1299 Panigale S, Please call for details!Brockton Cycle Center2074 Main StBrockton, MA 02Special offer for a 2016 Ducati Supersbike 1299 Panigale S. Wholesale selling as a project bike. One time offer for a mechanic special. Runs Rough. Need engine work. Bike otherwise is in great condition. ___________________________________________________________Why people buy from us?- BIG SELECTION of motorcycles, scooters, e-Bikes- BEST DEALS based upon up to date market research and analysis- 3 DAYS / 100 MILES EXCHANGE PROGRAM! Like your vehicle or exchange it! WORRY FREE!- EASY FINANCING for good,bad,no credit. We have 98% approval rate.- WE TAKE ANY TRADE-INS! WE PAY CASH FOR YOUR BIKE!- DELIVERY AVAILABLE- FULL SERVICE DEPARTMENT- PROFESSIONAL & FRIENDLY staff____________________________________________________________Thanks for visiting https://www.bcyclecenter.com/ and hope that you find the vehicle of your dreams at our amazing dealership.Brockton Cycle Center2074 Main street Brockton MA 02301(774) 223-7213www.bcyclecenter.com*Terms & Disclosures & DisclaimerAll pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. Sales Tax, Title, License Fee, Registration Fee, Dealer Documentation Fee $487, Finance Charges, Emission Testing Fees and Compliance Fees are additional to the advertised price."
"6,987 miles","$13,299 ",Diavel Carbon,  2016 Ducati Sportbike,"2016 Ducati Diavel Carbon, Please call for details!Brockton Cycle Center2074 Main StBrockton, MA 02301___________________________________________________________Why people buy from us?- BIG SELECTION of motorcycles, scooters, e-Bikes- BEST DEALS based upon up to date market research and analysis- 3 DAYS / 100 MILES EXCHANGE PROGRAM! Like your vehicle or exchange it! WORRY FREE!- EASY FINANCING for good,bad,no credit. We have 98% approval rate.- WE TAKE ANY TRADE-INS! WE PAY CASH FOR YOUR BIKE!- DELIVERY AVAILABLE- FULL SERVICE DEPARTMENT- PROFESSIONAL & FRIENDLY staff____________________________________________________________Thanks for visiting https://www.bcyclecenter.com/ and hope that you find the vehicle of your dreams at our amazing dealership.Brockton Cycle Center2074 Main street Brockton MA 02301(774) 223-7213www.bcyclecenter.com*Terms & Disclosures & DisclaimerAll pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. Sales Tax, Title, License Fee, Registration Fee, Dealer Documentation Fee $487, Finance Charges, Emission Testing Fees and Compliance Fees are additional to the advertised price."
"2,891 miles","$12,995 ",DIAVEL DARK,  2015 Ducati Cruiser,"2015 DUCATI DIAVEL DARK, 2015 DUCATI DIAVEL DARK Check out this incredible bike with under 3,000 miles...power, muscle, intoxicating design, and innovation are just some of the things riders say about this performance machine. This bike comes with the extras below ZARD EXHAUST, NITRON REAR SHOCK, TUNEBOY QUICK-SHIFTER, TUNEBOY TUNE Please look at all the pictures and call with any questions at 817.834.1392 We love TRADE-INS! We assist with shipping anything in our inventory WORLDWIDE! We offer extremely easy and competitive financing to get you out riding fast. Not all applicants will qualify. We make it our aim to accurately describe all vehicles, but there is no way to express every minute detail and imperfection. If you have a concern about a motorcycle, we welcome pre-buy inspections by a local mechanic of your choosing, at your expense. We are determined to have the best products available and we will work with you to get you on your next ride! If you need any additional information, Please call Michael at (817) 992-9190, our Office at 817-834-1392, or you can email us at mjwholesale1@hotmail.com. THANK YOU for your interest and we look forward to doing business with you! MJ Sales WE BUY MOTORCYCLES! EZ FINANCING! : BEST LITTLE SHOP IN TOWN: WWW.ROYALENFIELDFORTWORTH.COM - Contact Michael Baker (Cycle Listing) at 817-834-1392 or mjwholesale1@hotmail.com for more information. -"
"5,180 miles","$11,499 ",Diavel Dark Stealth,  2015 Ducati Sportbike,"2015 Ducati Diavel Dark Stealth, Maali Motorsports is proud to present this 2015 Ducati Diavel Dark Stealth 2015 Ducati Diavel Dark Stealth"
"9,448 miles","$16,880 ",SUPERBIKE 1299 PANIGALE,  2015 Ducati Sportbike,
"27,068 miles","$11,499 ",899 Panigale,  2014 Ducati Sportbike,"2014 Ducati 899 Panigale, Please call for details!Brockton Cycle Center2074 Main StBrockton, MA 02301___________________________________________________________Why people buy from us?- BIG SELECTION of motorcycles, scooters, e-Bikes- BEST DEALS based upon up to date market research and analysis- 3 DAYS / 100 MILES EXCHANGE PROGRAM! Like your vehicle or exchange it! WORRY FREE!- EASY FINANCING for good,bad,no credit. We have 98% approval rate.- WE TAKE ANY TRADE-INS! WE PAY CASH FOR YOUR BIKE!- DELIVERY AVAILABLE- FULL SERVICE DEPARTMENT- PROFESSIONAL & FRIENDLY staff____________________________________________________________Thanks for visiting https://www.bcyclecenter.com/ and hope that you find the vehicle of your dreams at our amazing dealership.Brockton Cycle Center2074 Main street Brockton MA 02301(774) 223-7213www.bcyclecenter.com*Terms & Disclosures & DisclaimerAll pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. Sales Tax, Title, License Fee, Registration Fee, Dealer Documentation Fee $487, Finance Charges, Emission Testing Fees and Compliance Fees are additional to the advertised price."
"14,850 miles","$10,999 ",Multistrada 1200 S Pikes Peak,  2014 Ducati Sport Touring,"2014 Ducati Multistrada 1200 S Pikes Peak, 2014 Ducati Multistrada 1200S Pikes Peak equipped with Pro Taper handlebars, a tail tidy, a Termignoni full exhaust, and a set of gold forged Marchesini wheels from a Ducati 1198S, recent 15K service with new cambelts and tires (not shown), ready to ride into summer! Front rim has a small ding but holds air just fine so is not a safety concern.    2014 Ducati Multistrada 1200 S Pikes Peak"
"10,752 miles","$9,390 ",HYPERMOTARD SP,  2014 Ducati Standard,
"5,620 miles","$8,995 ",MTS1200S 1200 S TOURING EDITION,  2013 Ducati Sport Touring,
"42,624 miles","$8,995 ",Multistrada 1200 S Pikes Peak,  2012 Ducati Sportbike,"2012 Ducati Multistrada 1200 S Pikes Peak, 2012 DUCATI Multistrada 1200 S Pikes Peak   One owner. Sold new and serviced by MCC. Ducati Side Panniers. Recent Desmo service and tires.The Ducati Multistrada 1200 S Pikes Peak is a sport style motorcycle with an MSRP of $21,995 and was carryover for 2012. Power is provided by a 4-Stroke, 1198.4cc, Liquid cooled, DOHC, Longitudinal Twin engine with Electric starter. The engine is paired with The Multistrada 1200 S Pikes Peak rides on Aluminum wheels with a Pirelli Scorpion Trail 120/70 ZR17 front tire and Pirelli Scorpion Trail 190/55 ZR17 rear tire. The front suspension is an Inverted Fork while the rear suspension is a Single Sided Swing Arm. Front Dual Hydraulic Disc brakes and rear Hydraulic Disc brakes provide stopping power. The Multistrada 1200 S Pikes Peak comes standard with a Two-Piece, 2-passenger seat."
"34,061 miles","$6,995 ",MULTISTRADA 1200,  2011 Ducati Sport Touring,Cases included in purchase! Photos updated since video taken. Photos are current.
"48,250 miles","$6,699 ",Multistrada 1200 S Touring Edition,  2010 Ducati Sport Touring,"2010 Ducati Multistrada 1200 S Touring Edition, 2010 DUCATI Multistrada 1200 S Touring Edition   The Ducati Multistrada 1200 S Touring Edition is a sport-touring style motorcycle Power is provided by a 4-Stroke, 1198.4cc, Liquid cooled, DOHC, Longitudinal Twin engine with Electric starter. The engine is paired with The Multistrada 1200 S Touring Edition rides on Aluminum wheels with a Pirelli Scorpion Trail 120/70 ZR17 front tire and Pirelli Scorpion Trail 190/55 ZR17 rear tire. The front suspension is an Inverted Fork while the rear suspension is a Single Sided Swing Arm. Front Dual Hydraulic Disc brakes and rear Hydraulic Disc brakes provide stopping power. The Multistrada 1200 S Touring Edition comes standard with a Two-Piece, 2-passenger seat."
"5,592 miles","$9,495 ",MULTISTRADA 1200 S TOURING,  2010 Ducati Sport Touring,
