mileage,price,Bike,Types and Used Time,description
,"$20,785 ",R 18 CLASSIC,New 2022 BMW Standard,The R 18 Classic is a modern cruiser with a nostalgic sense of BMW design. It reminds one of the first BMW cruisers suitable for touring. It also invokes timeless marks of our motorcycle history. The heart of the machine is obviously the boxer engine with the most displacement we have ever built. It is designed for relaxing tours and pure enjoyment. Consistently developed history – simply put:
566 miles,"$18,990 ",R18B,  2022 BMW Custom,
5 miles,"$16,698 ",R 1250 R Black Storm Metallic,New 2022 BMW Standard,"The R 1250 R is designed for a dynamic appearance. Equipped with the all-new Boxer engine with a maximum torque of 105 lb-ft, the reworked engine delivers more power than ever before. The variable camshaft control BMW ShiftCam is innovative technology that offers optimum performance in every engine speed range. During a relaxed cruise or a sporty tour, experience the pure thrill of riding along with the typical punch of the Boxer engine."
"2,350 miles","$24,999 ",S 1000 RR,  2022 BMW Standard,THE SUPERBIKE OF SUPERLATIVES.
,"$28,266 ",R 1250 GS Adventure Rally,New 2022 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical #SpiritOfGS."
,"$17,865 ",F 850 GS Adventure Style Rallye,New 2022 BMW Dual Sport,"This bike was created for long trips and demanding terrains: The F 850 GS Adventure is at home in the world and it is clear to see. With the enhanced standard equipment like the TFT display and BMW Motorrad Connected, the USB charge port as well as ABS Pro and DTC, this dual-sport motorcycle is even better prepared for long tours around the globe. Experience the #SpiritOfGS with a companion that lets your curiosity run free regardless of where your travels take you."
25 miles,"$27,790 ",K 1600 GT,New 2022 BMW Sport Touring,"This 2022 BMW K 1600 GT PREMIUM sport touring motorcycle in Black Storm Metallic is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:0ZPP Premium Package0193 Keyless Ride0222 Gear Shift Assist Pro0230 Comfort Package0233 Touring Package0270 Audio System with Radio0376 Radio Software0417 Central Locking System0418 Floor Lighting05AB Brake Light US0562 LED Auxiliary Lights0603 Anti Theft Alarm System0671 Engine Protection Bar0992 Market Launch Equipment"
"2,866 miles","$17,299 ",R18 CLASSIC W/ABS,  2021 BMW Touring,
862 miles,"$9,490 ",F 900 R Hockenheim Silver Metallic / Racing Red,  2020 BMW Touring,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
"16,793 miles","$19,799 ",K 1600 Grand America Imperial Blue Metallic,  2019 BMW Touring,"Go even further with the K 1600 Grand America. This fully-equipped touring bike gets you closer to the road than you ever thought possible, without compromising riding pleasure or comfort. Always ready to go the extra mile, the legendary 6-cylinder in-line engine triumphs with an unparalleled smoothness and impressive power. Its design and features are on another level. From the windshield to the distinctive rear with enough space for two passengers, all the way to the easy-to-use top case and backrest, there’s an understated cool about the Bagger. The Grand America makes the horizon seem boundless—and yet within reach."
"6,247 miles","$17,948 ",R 1250 RT Carbon Black Metallic Style Elegance,  2019 BMW Touring,"The new BMW R 1250 RT gives you more freedom than ever before. The variable camshaft control system ‘BMW ShiftCam’ ensures consistent power delivery throughout the entire power band, for swift cornering and immense torque on the straights. An increase in engine displacement brings you even more performance pumping out 136 hp and 105 lb-ft of torque. Experiencing the road ahead is more effortless than ever. You can make your RT unique thanks to the new individualization options. It's your tour, and your bike."
"22,174 miles","$15,495 ",K 1600 B,  2018 BMW Touring,"Own Owner, Dealer Serviced and Fresh Tires!"
"18,720 miles","$10,995 ",R NINET,  2016 BMW Sportbike,"We now have a 2016 BMW Rnine T available for purchase! This bike has 18,720 miles and is in stock form except for the aftermarket high windscreen. Powered by BMW’s infamous boxer twin engine weighing in at 1,170 cc, this bike produces 110 hp @ 7,750 rpm & 88 ft-lbs @ 6,000 rpm. The Rnine T’s timeless heritage styling is the culmination of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. The upright riding position and friendly ergonomics make this bike equal parts stylish and functional."
"9,485 miles","$15,999 ",R 1200 GS,  2015 BMW Dual Sport,The BMW R 1200 GS the icon of all travel adventure bikes. For 32 years “the GS” has been defining its segment and has proven to be the trusty companion on any motorcycle journey. BMW Motorrad is now embarking on a new chapter of its success story and is yet again perfecting the iconic R 1200 GS.
"44,160 miles","$10,995 ",R 1200 GS,  2014 BMW Dual Sport,"Excellent Adventure Motorcycle, ready to ride, well maintained, need nothing! Pro BMW accessories."
"11,667 miles","$15,499 ",HP4,  2014 BMW Sportbike,"When light weight, massive power and razor-sharp handling are combined, the result is known as HP - High Performance. The new HP4 is BMW Motorrad's first 4-cylinder model to wear the HP badge. Based on the S 1000 RR, a purebred factory motorcycle has been developed - made from the very best materials and molded into unparalleled design."
"35,320 miles","$8,995 ",S 1000 R,  2014 BMW Standard,"This   2014 BMW S1000R is for sale at Cycle Werks in Barrington in Barrington IL and is in excellent condition with 35320 miles.  Our service department has inspected the bike and performed an oil and oil filter change along with a chain service so this bike is ready to ride.  It is equipped with Gear Shift Assistant, Dynamic Damping Control, Sport Package, Heated Grips, Engine Spoiler, Dynamic Traction Control, Ride Modes Pro, Dynamic Package, Cruise Control and a Battery Tender Lead."
"39,149 miles","$12,999 ",R 1200 GS,  2014 BMW Dual Sport,The BMW R 1200 GS the icon of all travel enduros. For 32 years “the GS” has been defining its segment and has proven to be the trusty companion on any motorcycle adventure. BMW Motorrad is now embarking on a new chapter of its success story and is yet again perfecting the iconic R 1200 GS.
,"$20,075 ",S 1000 R,New 2023 BMW Standard,"The air is filled with the smell of gas. An engine revs up. Pure power unfolds. Showtime for the BMW S 1000 R. Dynamic Roadster outside, Superbike DNA inside. The chassis and engine carry the genes of the RR. Ultra agile, ultra precise. 165 hp carrying 430 lbs. Even more sophisticated, even more aggressive. For the first time with the optional M Package including M colors and M carbon wheels. Ready for the ultimate challenge."
,"$13,595 ",F 750 GS,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the ."
,"$12,150 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
,"$12,150 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
,"$13,595 ",F 750 GS,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the ."
,"$12,260 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
,"$12,260 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
8 miles,"$5,785 ",G310R 310 R,New 2023 BMW Standard,
10 miles,"$28,160 ",R 1250 RT Sport,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its new front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. At the end of the day, you sit back relaxed knowing that the next tour is always the greatest."
,"$24,250 ",R 1250 GS Adventure Ice Gray,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
,"$6,485 ",G 310 GS Rally,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
,"$5,785 ",G 310 R Sport,New 2023 BMW Standard,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the #SpiritofGS."
,"$12,785 ",R NINET PURE,New 2023 BMW Standard,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of  with the R nineT Pure.
,"$12,535 ",R NINET PURE,New 2023 BMW Standard,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of  with the R nineT Pure.
,"$12,535 ",R NINET PURE,New 2023 BMW Standard,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of  with the R nineT Pure.
8 miles,"$12,360 ",F 750 GS Sport,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the #SpiritofGS."
,"$28,820 ",K 1600 Grand America Exclusive,New 2023 BMW Touring,"With the K 1600 B one thing is for sure: nothing is more exciting than a long tour. The vast landscape whizzes past you while you are totally relaxed. Enjoy unleashing the power of the legendary six-cylinder engine. From then on, you are virtually eating up the road ahead of you, turning relaxed cruising with luxurious comfort into adventurous performance touring. Just like you would expect from the elongated and dynamically drawn bagger outline. Thanks to the K 1600 B, you’re happy to be riding a little longer, whether on your own or with friends. Simply put: #RideAndShare."
,"$33,200 ",K 1600 B 719 Midnight s,New 2023 BMW Touring,"With the K 1600 B one thing is for sure: nothing is more exciting than a long tour. The vast landscape whizzes past you while you are totally relaxed. Enjoy unleashing the power of the legendary six-cylinder engine. From then on, you are virtually eating up the road ahead of you, turning relaxed cruising with luxurious comfort into adventurous performance touring. Just like you would expect from the elongated and dynamically drawn bagger outline. Thanks to the K 1600 B, you’re happy to be riding a little longer, whether on your own or with friends. Simply put: #RideAndShare."
,"$23,395 ",R 1250 GS Adventure Triple Black,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
,"$6,485 ",G 310 GS Rally,New 2023 BMW Dual Sport,"Be spontaneous. Break the routine. With the BMW G 310 GS, your everyday life becomes an adventure. Thanks to the optimized engine with Ride by Wire and a slipper clutch, you can master the urban jungle and make trips into the surrounding areas. Your adventure doesn’t have to be big to be unforgettable. What matters is that you experience them every day."
10 miles,"$11,940 ",R nineT Pure Mineral Gray Metallic,New 2023 BMW Touring,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of #Soulfuel with the R nineT Pure.
,"$27,535 ",M 1000 R Blackstorm Metallic/M Motorsport,New 2023 BMW Sportbike,"Pushes you to the limit: the M 1000 R. In short, the M R. Superbike meets dynamic roadster. Its heritage stems from M racing developers and the race track. A stunning 205 hp with a top speed of 174 mph and you’re in control whether within the speed limit on country roads or the race track. The bike is very forgiving, but it will never forgive you for not riding it. Maximum performance: a must. Your objective: exceed dominate the road. M colors clearly signal this. Unmissable: the sound of the M R four-cylinder engine. Can you hear it calling you? Start the engine! #NeverStopChallenging"
1 miles,"$21,935 ",R 1250 GS,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades – and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swiveling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS."
,"$29,480 ",K 1600 GTL,New 2023 BMW Touring,"There is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. – The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here – truly in the spirit of"
,"$16,130 ",F 850 GS 850 GS ADVENTURE,New 2023 BMW Dual Sport,"Live the challenge. Ride on where others turn back. Turn challenges into opportunities. This is the . In this process, the BMW F 850 GS is perfectly streamlined for off-roading, as can be seen from its 21-inch front wheel. What matters is your curiosity and what drives you – regardless of how far or where you want to ride. The expanded standard equipment and a variety of special equipment and special accessories means that you can easily discover what lies beyond the horizon with the F 850 GS."
,"$16,425 ",F 850 GS 850 GS ADVENTURE,New 2023 BMW Dual Sport,"Live the challenge. Ride on where others turn back. Turn challenges into opportunities. This is the . In this process, the BMW F 850 GS is perfectly streamlined for off-roading, as can be seen from its 21-inch front wheel. What matters is your curiosity and what drives you – regardless of how far or where you want to ride. The expanded standard equipment and a variety of special equipment and special accessories means that you can easily discover what lies beyond the horizon with the F 850 GS."
,"$23,290 ",R 1250 GS,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades – and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swiveling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS."
1 miles,"$12,190 ",R NINET PURE,New 2023 BMW Sportbike,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of #Soulfuel with the R nineT Pure.
5 miles,"$20,915 ",S 1000 XR,New 2023 BMW Standard,THE CHALLENGE OF CURVES AND MILES.
,"$23,515 ",R 18 CLASSIC,New 2022 BMW Standard,The R 18 Classic is a modern cruiser with a nostalgic sense of BMW design. It reminds one of the first BMW cruisers suitable for touring. It also invokes timeless marks of our motorcycle history. The heart of the machine is obviously the boxer engine with the most displacement we have ever built. It is designed for relaxing tours and pure enjoyment. Consistently developed history – simply put:
,"$18,730 ",R 18,New 2022 BMW Standard,"The R 18 invokes our history and the iconic hallmarks of our brand which we have worked very hard on. A legacy that we live by every day in the spirit of  The result: a cruiser full of character featuring a boxer engine with the highest cubic capacity we have ever built, plus timeless design features."
,"$20,190 ",R 18 CLASSIC,New 2022 BMW Standard,The R 18 Classic is a modern cruiser with a nostalgic sense of BMW design. It reminds one of the first BMW cruisers suitable for touring. It also invokes timeless marks of our motorcycle history. The heart of the machine is obviously the boxer engine with the most displacement we have ever built. It is designed for relaxing tours and pure enjoyment. Consistently developed history – simply put:
,"$20,190 ",R 18,New 2022 BMW Standard,"The R 18 invokes our history and the iconic hallmarks of our brand which we have worked very hard on. A legacy that we live by every day in the spirit of  The result: a cruiser full of character featuring a boxer engine with the highest cubic capacity we have ever built, plus timeless design features."
15 miles,"$14,990 ",R NINET SCRAMBLER,New 2022 BMW Standard,"This 2022 BMW R nineT Scrambler motorcycle in Kalamata Metallic is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:Color NA2 Kalamata Metallic 200.00Upholstery N/COptions ZSL Select Package 1,000.00134 Adaptive Headlight N/C182 DTC (Dynamic Traction Control) N/C18B Dynamic Engine Brake Control N/C230 Comfort Package N/C224 Ride Modes Pro N/C519 Heated Grips N/C538 Cruise Control N/C277 Design option cross spoke wheels 525.005AB Brake Light US N/C"
,"$15,140 ",R nineT Scrambler Granite Gray Metallic,New 2022 BMW Cruiser,"The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical #Soulfuel."
,"$34,995 ",M 1000 RR M RR with M Competition Package,New 2022 BMW Sportbike,"Your competitive spirit drives you. Your passion dominates and challenges you. The search for more defines every millisecond: pure motorsport. High performance, high-tech materials, the highest-quality workmanship and exclusivity down to the last detail: The M RR is the first M model from BMW Motorrad. Its genes come directly from professional racing. The M RR and M RR with M Competition package offers pure racing technology for the highest performance demands in motorsport and for adrenalin-driven perfectionists on the road. Because #NeverStopChallenging is more than a promise. It’s a commitment."
,"$18,165 ",R 1250 R Black Storm Metallic,New 2022 BMW Standard,"The R 1250 R is designed for a dynamic appearance. Equipped with the all-new Boxer engine with a maximum torque of 105 lb-ft, the reworked engine delivers more power than ever before. The variable camshaft control BMW ShiftCam is innovative technology that offers optimum performance in every engine speed range. During a relaxed cruise or a sporty tour, experience the pure thrill of riding along with the typical punch of the Boxer engine."
,"$16,995 ",R nineT 719 Night Black Matte/Aluminum Matte BASE,New 2022 BMW Cruiser,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the #Soulfuel community and show who you really are with your R nineT."
"1,169 miles","$20,878 ",R 18 B First Edition,  2022 BMW Touring,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it’s not all about displacement. The R 18 B goes significantly further. It’s made for customizing. Turn it into your unique bike and bring out the #SoulFuel."
862 miles,"$17,890 ",R nineT 719 Night Black Matte/Aluminum Matte BASE,  2022 BMW Cruiser,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the #Soulfuel community and show who you really are with your R nineT."
,"$29,640 ",K 1600 GTL,New 2022 BMW Touring,"There is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here – truly in the spirit of"
"9,745 miles","$20,995 ",K 1600 B,  2021 BMW Touring,
"2,506 miles","$13,995 ",R 18 Classic First Edition,  2021 BMW Cruiser,"The R 18 Classic is a modern cruiser with a nostalgic sense of BMW design. It reminds one of the first BMW cruisers suitable for touring. It also invokes timeless marks of our motorcycle history, such as with the white double pinstripe found on the R 18 Classic First Edition. The heart of the machine is obviously the boxer engine with the most displacement we have ever built. It is designed for relaxing tours and pure enjoyment."
"1,619 miles","$22,880 ",K 1600 B,  2021 BMW Sport Touring,"Financing example for this bike: from only $225 per monthExtended warranty for 12, 24 or 36 months available at a discounted rate.- Akrapovic ExhaustThe latest iteration of the K-series makes numbers that impressive: 160 horsepower. A 12.2:1 compression raises eyebrows. 129 foot-pounds of torque with 70 percent of its peak torque is achieved at just 1,500 rpm.The reason engine size matters is for bragging rights, and bragging rights only. If you have a BMW, you have six pistons, 24 valves, and more torque at a sleepy 1,500 rpm than the peak torque of most liter bikes. These are numbers to brag about.- Stock #: R2140VERY LOW MILEAGE / AKRAPOVIC EXHAUST / RARE COLOR"
"9,606 miles","$15,900 ",S 1000 XR Ice Grey,  2020 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few millimeters tighter. mile after mile. With the new S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?"
"4,376 miles","$12,500 ",R NINET SCRAMBLER,  2019 BMW Dual Sport,"Absolutely stunning R NineT Scrambler! Perfect in every regard and has only 4,376 miles on the clock. Nicely dialed in with protective skid plate and engine cylinder guards, switchable ABS, luggage rack, heated grips, Akrapovic exhaust. Super fun to ride – an extremely capable machine - and the cool factor is off the charts! Beautiful in gunmetal grey...Let the awesomeness begin! Clean and clear title in hand. Asking only $12,500.00!!! (OTD)"
"16,466 miles","$18,495 ",K 1600 B Imperial Blue Metallic Premium Safety,  2019 BMW Touring,"If you’re hungry for asphalt and for new horizons, then the Bagger is the motorcycle for your journey. With its six cylinders, it delivers impressive power and extraordinary running smoothness. Let the journey begin. You and the bike become one with the road in the Bagger silhouette: the chopped windscreen and the striking rear ensure an unmistakable appearance. Behind its good looks is a great deal of innovative technology and a high level of comfort. So get going with the K 1600 B."
"7,090 miles","$9,999 ",R nineT Pure,  2019 BMW Standard,"*   bikes do not have warranty, but coverage can be purchased for additional cost."
"16,477 miles","$11,495 ",F 750 GS,  2019 BMW Standard,"Lowered, clean GS with factory BMW navigation, luggage headlight grill, Touratech upper&lower crash bars, Madstad windscreen, new sprockets/chain"
"49,005 miles","$8,600 ",F 750 GS,  2019 BMW Dual Sport,"An ideal choice for true dual sport action, this BMW F750GS (Which is actually 853cc) is optimally set up and ready for all your awesome travelling adventures! Along with the superb OE items, such as the heated grips, cruise control, quick shifter, rider modes and switchable ABS, this sweet ride also comes with slick additions like the upper and lower engine guards, skid plate, hard case side bags and top case, Barkbusters, Aux outlet, lockable/removable tank bag, upgraded footpegs, centerstand, handlebar risers, touring screen, battery tender lead and BMW low seat. Also comes with a BMW Zumo GPS system. AND, brand new (still in the box) BMW sprockets and DID chain included. Fantastic machine with all service up to date (service records available) and ready to travel! 49,005 miles. Clean and clear title in hand. Asking only $8,600.00!!!"
"14,524 miles","$15,900 ",S 1000 XR White/Racing Blue/Red Premium,  2018 BMW Dual Sport,"The motorcycle with the dynamic performance of a racer, the upright seat position of an adventure machine and the endurance of a tourer. The BMW S 1000 XR combines the best aspects of all of these worlds to create BMW Motorrad's first adventure sports bike: perfect for anyone who wants performance and comfort in one machine."
"6,789 miles","$10,499 ",R NineT Scrambler,  2017 BMW Sportbike,"Feel the wind, lean into every curve and experience the freedom in every mile you ride the BMW R nineT Scrambler empowers you to do your own thing. Tough, unconventional, and against established standards. Made for true characters who want their bike to be pure and minimalistic."
"18,634 miles","$13,990 ",R 1200 RT,  2016 BMW Touring,
"16,111 miles","$9,995 ",S 1000 XR,  2016 BMW Sport Touring,"We now have a great condition and well accessorized 2016 BMW S 1000 XR available for purchase! The S 1000 XR is a sporty ADV designed to make no exceptions thanks to its powerful and sporty engine, suspension, and the ability to add side and/or top bags. This example here has 16,111 miles on the clock and has been fitted with a high windscreen for extra wind protection, side crash protection for peace of mind, and is a low suspension model. Powered by a liquid cooled, 999 cc inline 4 cylinder engine, you’ll enjoy 165 hp @ 11,000 rpm & 84 lb-ft at 9,250 rpm."
"17,604 miles","$8,493 ",K 1600 GTL Exclusive,  2014 BMW Touring,"When luxury is freed of constraint, it moves to a new level. At the very top of this evolution is the K 1600 GTL a high-class touring bike like none before it. With the most compact and efficient in-line 6-cylinder engine ever installed in a series production motorcycle."
"4,560 miles","$7,995 ",R1200RT,  2006 BMW Touring,
5 miles,"$27,460 ",R 18 Transcontinental,New 2023 BMW Cruiser,
,"$25,145 ",R 1250 GS Adventure Rally,New 2023 BMW Dual Sport,
,"$12,501 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
,"$9,535 ",C 400 GT,New 2023 BMW Scooter,"A vibrant metropolis. Novelty around every corner. You have unlimited options with the C 400 GT: climb on, set off, enjoy and just keep going – even beyond city limits. In doing so, you will conveniently reach your destination thanks to the new Ride by Wire and optional BMW Motorrad Connectivity including Navigator. Your radius increases and you discover your world in a new dimension."
,"$12,501 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
